CategoryID,ScoreFocusArea,SpaceTypeID,CategoryName,CategoryWeight,ScoringMode,WeightSource,DisplayOrder,IsActive
CAT-DINING-COMMONS-OBSERVATIONAL-E3F748,Shared Spaces,SPT-DINING-COMMONS-B2FE05,Observational,0,RecordedOnly,EqualWeight_Unscored,60,True
CAT-KITCHEN-SIZE-8A51B0,Shared Spaces,SPT-KITCHEN-B9C465,Size,12,Scored,EqualWeight,10,True
CAT-KITCHEN-FUNCTION-0374BD,Shared Spaces,SPT-KITCHEN-B9C465,Function,12,Scored,EqualWeight,20,True
CAT-KITCHEN-INFRASTRUCTURE-4E6180,Shared Spaces,SPT-KITCHEN-B9C465,Infrastructure,12,Scored,EqualWeight,30,True
CAT-EMPOWER-CENTER-SIZE-806973,Empower Center,SPT-EMPOWER-CENTER-B88577,Size,12,Scored,EqualWeight,10,True
CAT-EMPOWER-CENTER-FUNCTION-E63654,Empower Center,SPT-EMPOWER-CENTER-B88577,Function,12,Scored,EqualWeight,20,True
CAT-EMPOWER-CENTER-INFRASTRUCTURE-60A8C5,Empower Center,SPT-EMPOWER-CENTER-B88577,Infrastructure,12,Scored,EqualWeight,30,True
CAT-EMPOWER-CENTER-OCCUPANT-EXPERIENC-FC3C38,Empower Center,SPT-EMPOWER-CENTER-B88577,Occupant Experience,12,Scored,EqualWeight,40,True
CAT-EMPOWER-CENTER-AMENITIES-97A1E7,Empower Center,SPT-EMPOWER-CENTER-B88577,Amenities,12,Scored,EqualWeight,50,True
CAT-NEIGHBORHOOD-SIZE-AC9C8B,Neighborhoods,SPT-NEIGHBORHOOD-D091AE,Size,12,Scored,EqualWeight,10,True
CAT-NEIGHBORHOOD-OCCUPANT-EXPERIENC-E11790,Neighborhoods,SPT-NEIGHBORHOOD-D091AE,Occupant Experience,12,Scored,EqualWeight,20,True
CAT-NEIGHBORHOOD-FUNCTION-1E098F,Neighborhoods,SPT-NEIGHBORHOOD-D091AE,Function,12,Scored,EqualWeight,30,True
CAT-NEIGHBORHOOD-INFRASTRUCTURE-E429BE,Neighborhoods,SPT-NEIGHBORHOOD-D091AE,Infrastructure,12,Scored,EqualWeight,40,True
CAT-NEIGHBORHOOD-OBSERVATIONAL-86CC14,Neighborhoods,SPT-NEIGHBORHOOD-D091AE,Observational,0,RecordedOnly,EqualWeight_Unscored,50,True
CAT-EARLY-CHILDHOOD--SIZE-583748,Neighborhoods,SPT-EARLY-CHILDHOOD-NEIGHBORH-A22ECD,Size,12,Scored,EqualWeight,10,True
CAT-EARLY-CHILDHOOD--OCCUPANT-EXPERIENC-676E2B,Neighborhoods,SPT-EARLY-CHILDHOOD-NEIGHBORH-A22ECD,Occupant Experience,12,Scored,EqualWeight,20,True
CAT-EARLY-CHILDHOOD--FUNCTION-F29323,Neighborhoods,SPT-EARLY-CHILDHOOD-NEIGHBORH-A22ECD,Function,12,Scored,EqualWeight,30,True
CAT-EARLY-CHILDHOOD--INFRASTRUCTURE-728E1F,Neighborhoods,SPT-EARLY-CHILDHOOD-NEIGHBORH-A22ECD,Infrastructure,12,Scored,EqualWeight,40,True
CAT-GROUP-ROOM-SIZE-7454FF,Neighborhoods,SPT-GROUP-ROOM-4362E2,Size,12,Scored,EqualWeight,10,True
CAT-GROUP-ROOM-INFRASTRUCTURE-0F200D,Neighborhoods,SPT-GROUP-ROOM-4362E2,Infrastructure,12,Scored,EqualWeight,20,True
CAT-GROUP-ROOM-AMENITIES-A20127,Neighborhoods,SPT-GROUP-ROOM-4362E2,Amenities,12,Scored,EqualWeight,30,True
CAT-GROUP-ROOM-OCCUPANT-EXPERIENC-97A6BC,Neighborhoods,SPT-GROUP-ROOM-4362E2,Occupant Experience,12,Scored,EqualWeight,40,True
CAT-GROUP-ROOM-OBSERVATIONAL-F98329,Neighborhoods,SPT-GROUP-ROOM-4362E2,Observational,0,RecordedOnly,EqualWeight_Unscored,50,True
CAT-OPEN-COLLABORATI-SIZE-2DB1EC,Neighborhoods,SPT-OPEN-COLLABORATION-0308C2,Size,12,Scored,EqualWeight,10,True
CAT-OPEN-COLLABORATI-AMENITIES-8C89B3,Neighborhoods,SPT-OPEN-COLLABORATION-0308C2,Amenities,12,Scored,EqualWeight,20,True
CAT-OPEN-COLLABORATI-INFRASTRUCTURE-320BD5,Neighborhoods,SPT-OPEN-COLLABORATION-0308C2,Infrastructure,12,Scored,EqualWeight,30,True
CAT-OPEN-COLLABORATI-OCCUPANT-EXPERIENC-C9CF31,Neighborhoods,SPT-OPEN-COLLABORATION-0308C2,Occupant Experience,12,Scored,EqualWeight,40,True
CAT-OPEN-COLLABORATI-FUNCTION-D6A811,Neighborhoods,SPT-OPEN-COLLABORATION-0308C2,Function,12,Scored,EqualWeight,50,True
CAT-OPEN-COLLABORATI-OBSERVATIONAL-AC4454,Neighborhoods,SPT-OPEN-COLLABORATION-0308C2,Observational,0,RecordedOnly,EqualWeight_Unscored,60,True
CAT-CTE-STUDIO-SIZE-8D8E6D,CTE,SPT-CTE-STUDIO-143933,Size,12,Scored,EqualWeight,10,True
CAT-CTE-STUDIO-FUNCTION-92C9F4,CTE,SPT-CTE-STUDIO-143933,Function,12,Scored,EqualWeight,20,True
CAT-CTE-STUDIO-INFRASTRUCTURE-DB61F1,CTE,SPT-CTE-STUDIO-143933,Infrastructure,12,Scored,EqualWeight,30,True
CAT-CTE-STUDIO-OCCUPANT-EXPERIENC-8F9903,CTE,SPT-CTE-STUDIO-143933,Occupant Experience,12,Scored,EqualWeight,40,True
CAT-CTE-STUDIO-AMENITIES-CD7E20,CTE,SPT-CTE-STUDIO-143933,Amenities,12,Scored,EqualWeight,50,True
CAT-CTE-STUDIO-OBSERVATIONAL-1414FC,CTE,SPT-CTE-STUDIO-143933,Observational,0,RecordedOnly,EqualWeight_Unscored,60,True
CAT-LOW-INTENSITY-LA-SIZE-B493A2,CTE,SPT-LOW-INTENSITY-LAB-05F8AF,Size,12,Scored,EqualWeight,10,True
CAT-LOW-INTENSITY-LA-FUNCTION-24EAE4,CTE,SPT-LOW-INTENSITY-LAB-05F8AF,Function,12,Scored,EqualWeight,20,True
CAT-LOW-INTENSITY-LA-INFRASTRUCTURE-C80E3D,CTE,SPT-LOW-INTENSITY-LAB-05F8AF,Infrastructure,12,Scored,EqualWeight,30,True
CAT-LOW-INTENSITY-LA-OCCUPANT-EXPERIENC-4F8688,CTE,SPT-LOW-INTENSITY-LAB-05F8AF,Occupant Experience,12,Scored,EqualWeight,40,True
CAT-LOW-INTENSITY-LA-AMENITIES-C75B6A,CTE,SPT-LOW-INTENSITY-LAB-05F8AF,Amenities,12,Scored,EqualWeight,50,True
CAT-LOW-INTENSITY-LA-OBSERVATIONAL-7203F0,CTE,SPT-LOW-INTENSITY-LAB-05F8AF,Observational,0,RecordedOnly,EqualWeight_Unscored,60,True
CAT-MEDIUM-INTENSITY-SIZE-787113,CTE,SPT-MEDIUM-INTENSITY-LAB-C658FD,Size,12,Scored,EqualWeight,10,True
CAT-MEDIUM-INTENSITY-INFRASTRUCTURE-3FFB3F,CTE,SPT-MEDIUM-INTENSITY-LAB-C658FD,Infrastructure,12,Scored,EqualWeight,20,True
CAT-MEDIUM-INTENSITY-FUNCTION-9418F3,CTE,SPT-MEDIUM-INTENSITY-LAB-C658FD,Function,12,Scored,EqualWeight,30,True
CAT-MEDIUM-INTENSITY-OCCUPANT-EXPERIENC-062FA6,CTE,SPT-MEDIUM-INTENSITY-LAB-C658FD,Occupant Experience,12,Scored,EqualWeight,40,True
CAT-MEDIUM-INTENSITY-AMENITIES-3BF5F7,CTE,SPT-MEDIUM-INTENSITY-LAB-C658FD,Amenities,12,Scored,EqualWeight,50,True
CAT-MEDIUM-INTENSITY-OBSERVATIONAL-6EFFAA,CTE,SPT-MEDIUM-INTENSITY-LAB-C658FD,Observational,0,RecordedOnly,EqualWeight_Unscored,60,True
CAT-HIGH-INTENSITY-L-SIZE-CC1EF3,CTE,SPT-HIGH-INTENSITY-LAB-BF5D1A,Size,12,Scored,EqualWeight,10,True
CAT-HIGH-INTENSITY-L-INFRASTRUCTURE-46C429,CTE,SPT-HIGH-INTENSITY-LAB-BF5D1A,Infrastructure,12,Scored,EqualWeight,20,True
CAT-HIGH-INTENSITY-L-FUNCTION-62E92E,CTE,SPT-HIGH-INTENSITY-LAB-BF5D1A,Function,12,Scored,EqualWeight,30,True
CAT-HIGH-INTENSITY-L-OCCUPANT-EXPERIENC-4BD768,CTE,SPT-HIGH-INTENSITY-LAB-BF5D1A,Occupant Experience,12,Scored,EqualWeight,40,True
CAT-HIGH-INTENSITY-L-AMENITIES-155229,CTE,SPT-HIGH-INTENSITY-LAB-BF5D1A,Amenities,12,Scored,EqualWeight,50,True
CAT-HIGH-INTENSITY-L-OBSERVATIONAL-8923C9,CTE,SPT-HIGH-INTENSITY-LAB-BF5D1A,Observational,0,RecordedOnly,EqualWeight_Unscored,60,True
CAT-ART-STUDIO-SIZE-83801F,Studios,SPT-ART-STUDIO-B083D5,Size,12,Scored,EqualWeight,10,True
CAT-ART-STUDIO-FUNCTION-C8A2B6,Studios,SPT-ART-STUDIO-B083D5,Function,12,Scored,EqualWeight,20,True
CAT-ART-STUDIO-INFRASTRUCTURE-5A750F,Studios,SPT-ART-STUDIO-B083D5,Infrastructure,12,Scored,EqualWeight,30,True
CAT-ART-STUDIO-OCCUPANT-EXPERIENC-AE3FC8,Studios,SPT-ART-STUDIO-B083D5,Occupant Experience,12,Scored,EqualWeight,40,True
CAT-ART-STUDIO-AMENITIES-EB70EC,Studios,SPT-ART-STUDIO-B083D5,Amenities,12,Scored,EqualWeight,50,True
CAT-ART-STUDIO-OBSERVATIONAL-9FA052,Studios,SPT-ART-STUDIO-B083D5,Observational,0,RecordedOnly,EqualWeight_Unscored,60,True
CAT-2D-ART-STUDIO-SIZE-F3E266,Studios,SPT-2D-ART-STUDIO-4FF189,Size,12,Scored,EqualWeight,10,True
CAT-2D-ART-STUDIO-FUNCTION-850ED6,Studios,SPT-2D-ART-STUDIO-4FF189,Function,12,Scored,EqualWeight,20,True
CAT-2D-ART-STUDIO-INFRASTRUCTURE-3B402F,Studios,SPT-2D-ART-STUDIO-4FF189,Infrastructure,12,Scored,EqualWeight,30,True
CAT-2D-ART-STUDIO-OCCUPANT-EXPERIENC-9428DD,Studios,SPT-2D-ART-STUDIO-4FF189,Occupant Experience,12,Scored,EqualWeight,40,True
CAT-2D-ART-STUDIO-AMENITIES-93B1AF,Studios,SPT-2D-ART-STUDIO-4FF189,Amenities,12,Scored,EqualWeight,50,True
CAT-2D-ART-STUDIO-OBSERVATIONAL-07CE3F,Studios,SPT-2D-ART-STUDIO-4FF189,Observational,0,RecordedOnly,EqualWeight_Unscored,60,True
CAT-3D-ART-STUDIO-SIZE-21C04D,Studios,SPT-3D-ART-STUDIO-41C678,Size,12,Scored,EqualWeight,10,True
CAT-3D-ART-STUDIO-FUNCTION-601C9A,Studios,SPT-3D-ART-STUDIO-41C678,Function,12,Scored,EqualWeight,20,True
CAT-3D-ART-STUDIO-INFRASTRUCTURE-8BE67F,Studios,SPT-3D-ART-STUDIO-41C678,Infrastructure,12,Scored,EqualWeight,30,True
CAT-3D-ART-STUDIO-OCCUPANT-EXPERIENC-D3D8F4,Studios,SPT-3D-ART-STUDIO-41C678,Occupant Experience,12,Scored,EqualWeight,40,True
CAT-3D-ART-STUDIO-AMENITIES-CD31ED,Studios,SPT-3D-ART-STUDIO-41C678,Amenities,12,Scored,EqualWeight,50,True
CAT-DIGITAL-ARTS-STU-SIZE-DE0C32,Studios,SPT-DIGITAL-ARTS-STUDIO-9AC3E8,Size,12,Scored,EqualWeight,10,True
CAT-DIGITAL-ARTS-STU-FUNCTION-5B3E8E,Studios,SPT-DIGITAL-ARTS-STUDIO-9AC3E8,Function,12,Scored,EqualWeight,20,True
CAT-DIGITAL-ARTS-STU-INFRASTRUCTURE-3ACD00,Studios,SPT-DIGITAL-ARTS-STUDIO-9AC3E8,Infrastructure,12,Scored,EqualWeight,30,True
CAT-DIGITAL-ARTS-STU-OCCUPANT-EXPERIENC-84C05E,Studios,SPT-DIGITAL-ARTS-STUDIO-9AC3E8,Occupant Experience,12,Scored,EqualWeight,40,True
CAT-DIGITAL-ARTS-STU-AMENITIES-92D6C3,Studios,SPT-DIGITAL-ARTS-STUDIO-9AC3E8,Amenities,12,Scored,EqualWeight,50,True
CAT-THEATER-ARTS-STU-SIZE-888FAF,Performing Arts,SPT-THEATER-ARTS-STUDIO-66AF54,Size,12,Scored,EqualWeight,10,True
CAT-THEATER-ARTS-STU-INFRASTRUCTURE-3E22A2,Performing Arts,SPT-THEATER-ARTS-STUDIO-66AF54,Infrastructure,12,Scored,EqualWeight,20,True
CAT-THEATER-ARTS-STU-OCCUPANT-EXPERIENC-17F3EA,Performing Arts,SPT-THEATER-ARTS-STUDIO-66AF54,Occupant Experience,12,Scored,EqualWeight,30,True
CAT-THEATER-ARTS-STU-AMENITIES-AD84D4,Performing Arts,SPT-THEATER-ARTS-STUDIO-66AF54,Amenities,12,Scored,EqualWeight,40,True
CAT-THEATER-ARTS-STU-FUNCTION-5CDC61,Performing Arts,SPT-THEATER-ARTS-STUDIO-66AF54,Function,12,Scored,EqualWeight,50,True
CAT-THEATER-ARTS-STU-OBSERVATIONAL-EC2C79,Performing Arts,SPT-THEATER-ARTS-STUDIO-66AF54,Observational,0,RecordedOnly,EqualWeight_Unscored,60,True
CAT-THEATER-ARTS-SUI-SIZE-6769FF,Performing Arts,SPT-THEATER-ARTS-SUITE-E7A662,Size,12,Scored,EqualWeight,10,True
CAT-THEATER-ARTS-SUI-FUNCTION-87D48D,Performing Arts,SPT-THEATER-ARTS-SUITE-E7A662,Function,12,Scored,EqualWeight,20,True
CAT-AUDITORIUM-SIZE-7C85B6,Performing Arts,SPT-AUDITORIUM-A69CC4,Size,12,Scored,EqualWeight,10,True
CAT-AUDITORIUM-FUNCTION-4746ED,Performing Arts,SPT-AUDITORIUM-A69CC4,Function,12,Scored,EqualWeight,20,True
CAT-AUDITORIUM-OCCUPANT-EXPERIENC-742766,Performing Arts,SPT-AUDITORIUM-A69CC4,Occupant Experience,12,Scored,EqualWeight,30,True
CAT-AUDITORIUM-AMENITIES-0FD65B,Performing Arts,SPT-AUDITORIUM-A69CC4,Amenities,12,Scored,EqualWeight,40,True
CAT-AUDITORIUM-OBSERVATIONAL-44B90B,Performing Arts,SPT-AUDITORIUM-A69CC4,Observational,0,RecordedOnly,EqualWeight_Unscored,50,True
CAT-BLACK-BOX-SIZE-478E9F,Performing Arts,SPT-BLACK-BOX-AFA947,Size,12,Scored,EqualWeight,10,True
CAT-BLACK-BOX-INFRASTRUCTURE-5710A2,Performing Arts,SPT-BLACK-BOX-AFA947,Infrastructure,12,Scored,EqualWeight,20,True
CAT-BLACK-BOX-AMENITIES-3335C7,Performing Arts,SPT-BLACK-BOX-AFA947,Amenities,12,Scored,EqualWeight,30,True
CAT-BLACK-BOX-OCCUPANT-EXPERIENC-AC67B0,Performing Arts,SPT-BLACK-BOX-AFA947,Occupant Experience,12,Scored,EqualWeight,40,True
CAT-BLACK-BOX-FUNCTION-5BDC5C,Performing Arts,SPT-BLACK-BOX-AFA947,Function,12,Scored,EqualWeight,50,True
CAT-BLACK-BOX-OBSERVATIONAL-AAB33B,Performing Arts,SPT-BLACK-BOX-AFA947,Observational,0,RecordedOnly,EqualWeight_Unscored,60,True
CAT-DANCE-SIZE-ADEDD1,Performing Arts,SPT-DANCE-9926FD,Size,12,Scored,EqualWeight,10,True
CAT-DANCE-FUNCTION-4A8551,Performing Arts,SPT-DANCE-9926FD,Function,12,Scored,EqualWeight,20,True
CAT-DANCE-INFRASTRUCTURE-C5A48B,Performing Arts,SPT-DANCE-9926FD,Infrastructure,12,Scored,EqualWeight,30,True
CAT-DANCE-AMENITIES-AD48B5,Performing Arts,SPT-DANCE-9926FD,Amenities,12,Scored,EqualWeight,40,True
CAT-DANCE-OCCUPANT-EXPERIENC-EA151A,Performing Arts,SPT-DANCE-9926FD,Occupant Experience,12,Scored,EqualWeight,50,True
CAT-DANCE-OBSERVATIONAL-0F84B8,Performing Arts,SPT-DANCE-9926FD,Observational,0,RecordedOnly,EqualWeight_Unscored,60,True
CAT-MUSIC-STUDIO-SIZE-DF918E,Studios,SPT-MUSIC-STUDIO-7170B4,Size,12,Scored,EqualWeight,10,True
CAT-MUSIC-STUDIO-FUNCTION-BAF786,Studios,SPT-MUSIC-STUDIO-7170B4,Function,12,Scored,EqualWeight,20,True
CAT-MUSIC-STUDIO-INFRASTRUCTURE-241A8B,Studios,SPT-MUSIC-STUDIO-7170B4,Infrastructure,12,Scored,EqualWeight,30,True
CAT-MUSIC-STUDIO-OCCUPANT-EXPERIENC-F39AA2,Studios,SPT-MUSIC-STUDIO-7170B4,Occupant Experience,12,Scored,EqualWeight,40,True
CAT-MUSIC-STUDIO-AMENITIES-338CCC,Studios,SPT-MUSIC-STUDIO-7170B4,Amenities,12,Scored,EqualWeight,50,True
CAT-MUSIC-STUDIO-OBSERVATIONAL-27727B,Studios,SPT-MUSIC-STUDIO-7170B4,Observational,0,RecordedOnly,EqualWeight_Unscored,60,True
CAT-MUSIC-SUITE-SIZE-332A0B,Performing Arts,SPT-MUSIC-SUITE-96730D,Size,12,Scored,EqualWeight,10,True
CAT-MUSIC-SUITE-FUNCTION-970CF9,Performing Arts,SPT-MUSIC-SUITE-96730D,Function,12,Scored,EqualWeight,20,True
CAT-MUSIC-SUITE-OCCUPANT-EXPERIENC-44E346,Performing Arts,SPT-MUSIC-SUITE-96730D,Occupant Experience,12,Scored,EqualWeight,30,True
CAT-MUSIC-SUITE-AMENITIES-5583EE,Performing Arts,SPT-MUSIC-SUITE-96730D,Amenities,12,Scored,EqualWeight,40,True
CAT-MUSIC-SUITE-OBSERVATIONAL-2634FA,Performing Arts,SPT-MUSIC-SUITE-96730D,Observational,0,RecordedOnly,EqualWeight_Unscored,50,True
CAT-REHEARSAL-HALL-SIZE-97EC7F,Performing Arts,SPT-REHEARSAL-HALL-4608D6,Size,12,Scored,EqualWeight,10,True
CAT-REHEARSAL-HALL-FUNCTION-CBB434,Performing Arts,SPT-REHEARSAL-HALL-4608D6,Function,12,Scored,EqualWeight,20,True
CAT-REHEARSAL-HALL-OCCUPANT-EXPERIENC-D2CFC3,Performing Arts,SPT-REHEARSAL-HALL-4608D6,Occupant Experience,12,Scored,EqualWeight,30,True
CAT-REHEARSAL-HALL-INFRASTRUCTURE-EB4498,Performing Arts,SPT-REHEARSAL-HALL-4608D6,Infrastructure,12,Scored,EqualWeight,40,True
CAT-REHEARSAL-HALL-AMENITIES-D79C89,Performing Arts,SPT-REHEARSAL-HALL-4608D6,Amenities,12,Scored,EqualWeight,50,True
CAT-REHEARSAL-HALL-OBSERVATIONAL-6BC0EA,Performing Arts,SPT-REHEARSAL-HALL-4608D6,Observational,0,RecordedOnly,EqualWeight_Unscored,60,True
CAT-CAMPUS-SIZE-33F01B,General,SPT-CAMPUS-827B2F,Size,12,Scored,EqualWeight,10,True
CAT-CAMPUS-GENERAL-CAMPUS-3600E7,General,SPT-CAMPUS-827B2F,General Campus,12,Scored,EqualWeight,20,True
CAT-GENERAL-SIZE-54120C,General,SPT-GENERAL-83D639,Size,12,Scored,EqualWeight,10,True
CAT-GENERAL-INFRASTRUCTURE-D0C830,General,SPT-GENERAL-83D639,Infrastructure,12,Scored,EqualWeight,20,True
CAT-CAMPUS-FUNCTION-68D5F5,General,SPT-CAMPUS-827B2F,Function,12,Scored,EqualWeight,30,True
CAT-CAMPUS-SIZE-04C179,Closeout,SPT-CAMPUS-8C248A,Size,12,Scored,EqualWeight,10,True
CAT-CAMPUS-OBSERVATIONAL-7A8FC2,Closeout,SPT-CAMPUS-8C248A,Observational,0,RecordedOnly,EqualWeight_Unscored,20,True
