OptionID,QuestionID,SourceScoreID,ResponseOption,OptionScore,ItemScoringMode,ScoreGroupID,IsExclusionOption,DisplayOrder,IsActive
OPT-PL-009-03,PL-009,PL-009i,Ensuite storage closet is provided,,Inventory,INV-PL-009-PL-009I,False,30,True
OPT-PL-009-04,PL-009,PL-009i,"Furniture-based storage is provided (i.e., shelving or cabinets)",,Inventory,INV-PL-009-PL-009I,False,40,True
OPT-PL-009-05,PL-009,PL-009i,Storage for teaching tools and mobile carts is provided,,Inventory,INV-PL-009-PL-009I,False,50,True
OPT-PL-010-01,PL-010,PL-010a,"Lockable personal storage is provided for four or more individual users (i.e., PLC lockers)",1,SingleResponse,SR-PL-010-PL-010A,False,10,True
OPT-PL-010-02,PL-010,PL-010a,Lockable personal storage is provided for fewer than four individual users,0.5,SingleResponse,SR-PL-010-PL-010A,False,20,True
OPT-PL-010-03,PL-010,PL-010a,No lockable personal storage is provided,0,SingleResponse,SR-PL-010-PL-010A,False,30,True
OPT-PL-010-04,PL-010,PL-010a,Unable to assess (note reason),,SingleResponse,SR-PL-010-PL-010A,True,40,True
OPT-PL-011-01,PL-011,PL-011a,Good - storage appears sufficient; the space is organized with little visible clutter,1,SingleResponse,SR-PL-011-PL-011A,False,10,True
OPT-PL-011-02,PL-011,PL-011a,Fair - storage appears mostly sufficient; some clutter or overflow is visible,0.5,SingleResponse,SR-PL-011-PL-011A,False,20,True
OPT-PL-011-03,PL-011,PL-011a,Poor - storage appears insufficient; significant clutter or materials without a home,0,SingleResponse,SR-PL-011-PL-011A,False,30,True
OPT-PL-011-04,PL-011,PL-011a,Unable to assess (note reason),,SingleResponse,SR-PL-011-PL-011A,True,40,True
OPT-PL-012-01,PL-012,PL-012a,None,0,SingleResponse,SR-PL-012-PL-012A,False,10,True
OPT-PL-012-02,PL-012,PL-012a,<4 linear feet,0.25,SingleResponse,SR-PL-012-PL-012A,False,20,True
OPT-PL-012-03,PL-012,PL-012a,4 to <6 linear feet,0.375,SingleResponse,SR-PL-012-PL-012A,False,30,True
OPT-PL-012-04,PL-012,PL-012a,6 to <8 linear feet,0.5,SingleResponse,SR-PL-012-PL-012A,False,40,True
OPT-PL-012-05,PL-012,PL-012a,8 linear feet or more,1,SingleResponse,SR-PL-012-PL-012A,False,50,True
OPT-PL-012-06,PL-012,PL-012a,Unable to assess (note reason),,SingleResponse,SR-PL-012-PL-012A,True,60,True
OPT-PL-013-01,PL-013,PL-013a,None,0,SingleResponse,SR-PL-013-PL-013A,False,10,True
OPT-PL-013-02,PL-013,PL-013a,<4 linear feet,0.25,SingleResponse,SR-PL-013-PL-013A,False,20,True
OPT-PL-013-03,PL-013,PL-013a,4 to <6 linear feet,0.375,SingleResponse,SR-PL-013-PL-013A,False,30,True
OPT-PL-013-04,PL-013,PL-013a,6 to <8 linear feet,0.5,SingleResponse,SR-PL-013-PL-013A,False,40,True
OPT-PL-013-05,PL-013,PL-013a,8 linear feet or more,1,SingleResponse,SR-PL-013-PL-013A,False,50,True
OPT-PL-013-06,PL-013,PL-013a,Unable to assess (note reason),,SingleResponse,SR-PL-013-PL-013A,True,60,True
OPT-PL-014-01,PL-014,PL-014a,0,0,SingleResponse,SR-PL-014-PL-014A,False,10,True
OPT-PL-014-02,PL-014,PL-014a,1-2,0.25,SingleResponse,SR-PL-014-PL-014A,False,20,True
OPT-PL-014-03,PL-014,PL-014a,3-4,0.5,SingleResponse,SR-PL-014-PL-014A,False,30,True
OPT-PL-014-04,PL-014,PL-014a,5-7,0.75,SingleResponse,SR-PL-014-PL-014A,False,40,True
OPT-PL-014-05,PL-014,PL-014a,8+,1,SingleResponse,SR-PL-014-PL-014A,False,50,True
OPT-PL-015-01,PL-015,PL-015a,0,0,SingleResponse,SR-PL-015-PL-015A,False,10,True
OPT-PL-015-02,PL-015,PL-015a,1,0.33,SingleResponse,SR-PL-015-PL-015A,False,20,True
OPT-PL-015-03,PL-015,PL-015a,2,0.66,SingleResponse,SR-PL-015-PL-015A,False,30,True
OPT-PL-015-04,PL-015,PL-015a,3+,1,SingleResponse,SR-PL-015-PL-015A,False,40,True
OPT-PL-016-01,PL-016,PL-016a,0,0,SingleResponse,SR-PL-016-PL-016A,False,10,True
OPT-PL-016-02,PL-016,PL-016a,1,0.25,SingleResponse,SR-PL-016-PL-016A,False,20,True
OPT-PL-016-03,PL-016,PL-016a,2,0.5,SingleResponse,SR-PL-016-PL-016A,False,30,True
OPT-PL-016-04,PL-016,PL-016a,3,0.75,SingleResponse,SR-PL-016-PL-016A,False,40,True
OPT-PL-016-05,PL-016,PL-016a,4,1,SingleResponse,SR-PL-016-PL-016A,False,50,True
OPT-PL-016-06,PL-016,PL-016a,Unable to assess (note reason),,SingleResponse,SR-PL-016-PL-016A,True,60,True
OPT-PL-017-01,PL-017,PL-017a,A thermostat is provided that has adjustable temperature controls,1,SingleResponse,SR-PL-017-PL-017A,False,10,True
OPT-PL-017-02,PL-017,PL-017a,A thermostat is provided that does not have adjustable temperature controls,0.5,SingleResponse,SR-PL-017-PL-017A,False,20,True
OPT-PL-017-03,PL-017,PL-017a,Only a temperature sensor is provided,0,SingleResponse,SR-PL-017-PL-017A,False,30,True
OPT-PL-017-04,PL-017,PL-017a,No thermostat or sensor is present in the space,0,SingleResponse,SR-PL-017-PL-017A,False,40,True
OPT-PL-018-01,PL-018,PL-018a,Yes,1,SingleResponse,SR-PL-018-PL-018A,False,10,True
OPT-PL-018-02,PL-018,PL-018a,No,0,SingleResponse,SR-PL-018-PL-018A,False,20,True
OPT-PL-018-03,PL-018,PL-018a,Unable to assess (note reason),,SingleResponse,SR-PL-018-PL-018A,True,30,True
OPT-PL-019-01,PL-019,PL-019i,Interior window,,Inventory,INV-PL-019-PL-019I,False,10,True
OPT-PL-019-02,PL-019,PL-019i,Sidelight,,Inventory,INV-PL-019-PL-019I,False,20,True
OPT-PL-019-03,PL-019,PL-019i,"Door panel (i.e., glass panel in the door)",,Inventory,INV-PL-019-PL-019I,False,30,True
OPT-PL-020-01,PL-020,PL-020a,Interior windows and doors with glass can be covered with a single movement,1,SingleResponse,SR-PL-020-PL-020A,False,10,True
OPT-PL-020-02,PL-020,PL-020b,Exterior windows and doors with glass can be covered with a single movement,1,SingleResponse,SR-PL-020-PL-020B,False,20,True
OPT-PL-020-03,PL-020,PL-020c,Interior door hardware is lockable from inside the space with a push button or thumb turn lock,1,SingleResponse,SR-PL-020-PL-020C,False,30,True
OPT-PL-021-01,PL-021,PL-021i,Tables that seat multiple staff,,Inventory,INV-PL-021-PL-021I,False,10,True
OPT-PL-021-02,PL-021,PL-021i,"Hard seating (e.g., standard chairs, stools)",,Inventory,INV-PL-021-PL-021I,False,20,True
OPT-PL-021-03,PL-021,PL-021i,"Soft seating (e.g., lounge chairs)",,Inventory,INV-PL-021-PL-021I,False,30,True
OPT-PL-021-04,PL-021,PL-021i,Height-adjustable tables,,Inventory,INV-PL-021-PL-021I,False,40,True
OPT-PL-021-05,PL-021,PL-021i,"One or more mobile writing surfaces (i.e., mobile markerboards)",,Inventory,INV-PL-021-PL-021I,False,50,True
OPT-PL-021-06,PL-021,PL-021i,Hoteling workstations,,Inventory,INV-PL-021-PL-021I,False,60,True
OPT-PL-022-01,PL-022,PL-022a,"Most furniture can be moved by a single person (e.g., casters, lightweight pieces)",1,SingleResponse,SR-PL-022-PL-022A,False,10,True
OPT-PL-022-02,PL-022,PL-022a,"Some furniture is movable, some is heavy or fixed",0.5,SingleResponse,SR-PL-022-PL-022A,False,20,True
OPT-PL-022-03,PL-022,PL-022a,"Most furniture is heavy, fixed, or impractical to move",0,SingleResponse,SR-PL-022-PL-022A,False,30,True
OPT-PL-023-01,PL-023,PL-023a,Good - appears relatively new or has minimal wear,1,SingleResponse,SR-PL-023-PL-023A,False,10,True
OPT-PL-023-02,PL-023,PL-023a,"Fair - some furniture is noticeably worn or aging, but all is functional",0.5,SingleResponse,SR-PL-023-PL-023A,False,20,True
OPT-PL-023-03,PL-023,PL-023a,"Poor - some or all furniture is significantly worn, damaged, or not usable",0,SingleResponse,SR-PL-023-PL-023A,False,30,True
OPT-PL-024-01,PL-024,PL-024i,"Resilient flooring (e.g., vinyl, rubber)",,Inventory,INV-PL-024-PL-024I,False,10,True
OPT-PL-024-02,PL-024,PL-024i,Terrazzo,,Inventory,INV-PL-024-PL-024I,False,20,True
OPT-PL-024-03,PL-024,PL-024i,Polished concrete,,Inventory,INV-PL-024-PL-024I,False,30,True
OPT-PL-024-04,PL-024,PL-024i,"Carpet (i.e., not a loose rug)",,Inventory,INV-PL-024-PL-024I,False,40,True
OPT-PL-024-05,PL-024,PL-024i,Unable to assess (note reason),,Inventory,INV-PL-024-PL-024I,True,50,True
OPT-PL-025-01,PL-025,PL-025a,Monitor or projector for sharing content,1,SingleResponse,SR-PL-025-PL-025A,False,10,True
OPT-PL-025-02,PL-025,PL-025i,Sink,,Inventory,INV-PL-025-PL-025I,False,20,True
OPT-PL-025-03,PL-025,PL-025i,PA speaker,,Inventory,INV-PL-025-PL-025I,False,30,True
OPT-PL-025-04,PL-025,PL-025i,Synchronous clock,,Inventory,INV-PL-025-PL-025I,False,40,True
OPT-PL-025-05,PL-025,PL-025i,Refrigerator,,Inventory,INV-PL-025-PL-025I,False,50,True
OPT-PL-025-06,PL-025,PL-025i,Microwave,,Inventory,INV-PL-025-PL-025I,False,60,True
OPT-PL-025-07,PL-025,PL-025i,Printer or copier,,Inventory,INV-PL-025-PL-025I,False,70,True
OPT-ME-001-01,ME-001,ME-001a,The main entrance includes a secure entry vestibule with two or more sets of independently controlled doors,1,SingleResponse,SR-ME-001-ME-001A,False,10,True
OPT-ME-001-02,ME-001,ME-001b,"The vestibule routes visitors directly to the main office for check-in, without passing through student-used corridors or general circulation",1,SingleResponse,SR-ME-001-ME-001B,False,20,True
OPT-ME-001-03,ME-001,ME-001c,The receptionist controls a release mechanism that must be activated before visitors can access the campus beyond the vestibule,1,SingleResponse,SR-ME-001-ME-001C,False,30,True
OPT-ME-001-04,ME-001,ME-001d,"A two-way communications system and camera are provided at the exterior vestibule doors, accessible from reception",1,SingleResponse,SR-ME-001-ME-001D,False,40,True
OPT-ME-001-05,ME-001,ME-001e,A canopy or covered area is provided at the main entrance,1,SingleResponse,SR-ME-001-ME-001E,False,50,True
OPT-ME-002-01,ME-002,ME-002a,The secure vestibule,1,SingleResponse,SR-ME-002-ME-002A,False,10,True
OPT-ME-002-02,ME-002,ME-002b,The main building entry,1,SingleResponse,SR-ME-002-ME-002B,False,20,True
OPT-ME-002-03,ME-002,ME-002c,The main pedestrian approach and drop-off area outside,1,SingleResponse,SR-ME-002-ME-002C,False,30,True
OPT-ME-003-01,ME-003,ME-003a,"The experience is more welcoming than threatening, despite security measures",1,SingleResponse,SR-ME-003-ME-003A,False,10,True
OPT-ME-003-02,ME-003,ME-003b,"The space reflects school culture through art, graphics, or displays",1,SingleResponse,SR-ME-003-ME-003B,False,20,True
OPT-ME-003-03,ME-003,ME-003c,Seating is provided for waiting visitors,1,SingleResponse,SR-ME-003-ME-003C,False,30,True
OPT-ME-004-01,ME-004,ME-004a,"Good - walls are painted in light colors that can enhance daylighting, and accent color is used to reduce monotony",1,SingleResponse,SR-ME-004-ME-004A,False,10,True
OPT-ME-004-02,ME-004,ME-004a,"Fair - walls are painted in light colors that can enhance daylighting, but no accent color is used",0.5,SingleResponse,SR-ME-004-ME-004A,False,20,True
OPT-ME-004-03,ME-004,ME-004a,Poor - walls are painted in dark or monotonous colors,0,SingleResponse,SR-ME-004-ME-004A,False,30,True
OPT-ME-004-04,ME-004,ME-004a,Unable to assess (note reason),,SingleResponse,SR-ME-004-ME-004A,True,40,True
OPT-ME-005-01,ME-005,ME-005a,A family restroom is directly adjacent to reception,1,SingleResponse,SR-ME-005-ME-005A,False,10,True
OPT-ME-005-02,ME-005,ME-005b,The nurse / clinic space is directly adjacent to reception,1,SingleResponse,SR-ME-005-ME-005B,False,20,True
OPT-ME-005-03,ME-005,ME-005c,Visibility is provided between the nurse / clinic space and reception,1,SingleResponse,SR-ME-005-ME-005C,False,30,True
OPT-ME-006-01,ME-006,ME-006a,Yes,1,SingleResponse,SR-ME-006-ME-006A,False,10,True
OPT-ME-006-02,ME-006,ME-006a,No,0,SingleResponse,SR-ME-006-ME-006A,False,20,True
OPT-ME-006-03,ME-006,ME-006a,Unable to assess (note reason),,SingleResponse,SR-ME-006-ME-006A,True,30,True
OPT-ME-007-01,ME-007,ME-007a,"Access to views of the outdoors (e.g., not solely a view of an exterior wall)",1,SingleResponse,SR-ME-007-ME-007A,False,10,True
OPT-ME-007-02,ME-007,ME-007i,Only clerestory windows are provided,,Inventory,INV-ME-007-ME-007I,False,20,True
OPT-ME-008-01,ME-008,ME-008a,Roller shades are provided,1,SingleResponse,SR-ME-008-ME-008A,False,10,True
OPT-ME-008-02,ME-008,ME-008a,Mini-blinds are provided,,SingleResponse,SR-ME-008-ME-008A,False,20,True
OPT-ME-008-03,ME-008,ME-008a,Other (please note),0,SingleResponse,SR-ME-008-ME-008A,False,30,True
OPT-ME-008-04,ME-008,ME-008a,No window coverings are provided,0,SingleResponse,SR-ME-008-ME-008A,False,40,True
OPT-ME-008-05,ME-008,ME-008a,Unable to assess (note reason),,SingleResponse,SR-ME-008-ME-008A,True,50,True
OPT-ME-009-01,ME-009,ME-009a,Yes,1,SingleResponse,SR-ME-009-ME-009A,False,10,True
OPT-ME-009-02,ME-009,ME-009a,No,0,SingleResponse,SR-ME-009-ME-009A,False,20,True
OPT-ME-009-03,ME-009,ME-009a,Unable to assess (note reason),,SingleResponse,SR-ME-009-ME-009A,True,30,True
OPT-ME-010-01,ME-010,ME-010i,Interior window,,Inventory,INV-ME-010-ME-010I,False,10,True
OPT-ME-010-02,ME-010,ME-010i,Sidelight,,Inventory,INV-ME-010-ME-010I,False,20,True
OPT-ME-010-03,ME-010,ME-010i,"Door panel (i.e., glass panel in the door)",,Inventory,INV-ME-010-ME-010I,False,30,True
OPT-ME-011-01,ME-011,ME-011a,None,0,SingleResponse,SR-ME-011-ME-011A,False,10,True
OPT-ME-011-02,ME-011,ME-011a,<4 linear feet,0.25,SingleResponse,SR-ME-011-ME-011A,False,20,True
OPT-ME-011-03,ME-011,ME-011a,4 to <8 linear feet,0.5,SingleResponse,SR-ME-011-ME-011A,False,30,True
OPT-ME-011-04,ME-011,ME-011a,8 to <12 linear feet,0.75,SingleResponse,SR-ME-011-ME-011A,False,40,True
OPT-ME-011-05,ME-011,ME-011a,12+ linear feet,1,SingleResponse,SR-ME-011-ME-011A,False,50,True
OPT-ME-011-06,ME-011,ME-011a,Unable to assess (note reason),,SingleResponse,SR-ME-011-ME-011A,True,60,True
OPT-ME-012-01,ME-012,ME-012a,None,0,SingleResponse,SR-ME-012-ME-012A,False,10,True
OPT-ME-012-02,ME-012,ME-012a,<4 linear feet,0.33,SingleResponse,SR-ME-012-ME-012A,False,20,True
OPT-ME-012-03,ME-012,ME-012a,4 to <8 linear feet,0.66,SingleResponse,SR-ME-012-ME-012A,False,30,True
OPT-ME-012-04,ME-012,ME-012a,8+ linear feet,1,SingleResponse,SR-ME-012-ME-012A,False,40,True
OPT-ME-012-05,ME-012,ME-012a,Unable to assess (note reason),,SingleResponse,SR-ME-012-ME-012A,True,50,True
OPT-ME-013-01,ME-013,ME-013a,A thermostat is provided that has adjustable temperature controls,1,SingleResponse,SR-ME-013-ME-013A,False,10,True
OPT-ME-013-02,ME-013,ME-013a,A thermostat is provided that does not have adjustable temperature controls,0.5,SingleResponse,SR-ME-013-ME-013A,False,20,True
OPT-ME-013-03,ME-013,ME-013a,Only a temperature sensor is provided,0,SingleResponse,SR-ME-013-ME-013A,False,30,True
OPT-ME-013-04,ME-013,ME-013a,No thermostat or sensor is present in the space,0,SingleResponse,SR-ME-013-ME-013A,False,40,True
OPT-ME-014-01,ME-014,ME-014a,Good - appears relatively new or has minimal wear,1,SingleResponse,SR-ME-014-ME-014A,False,10,True
OPT-ME-014-02,ME-014,ME-014a,"Fair - some furniture is noticeably worn or aging, but all is functional",0.5,SingleResponse,SR-ME-014-ME-014A,False,20,True
OPT-ME-014-03,ME-014,ME-014a,"Poor - some or all furniture is significantly worn, damaged, or not usable",0,SingleResponse,SR-ME-014-ME-014A,False,30,True
OPT-ME-015-01,ME-015,ME-015a,An administrative reception desk with an ADA-accessible transaction counter is provided,1,SingleResponse,SR-ME-015-ME-015A,False,10,True
OPT-ME-016-01,ME-016,ME-016a,1,0,SingleResponse,SR-ME-016-ME-016A,False,10,True
OPT-ME-016-02,ME-016,ME-016a,2,0.5,SingleResponse,SR-ME-016-ME-016A,False,20,True
OPT-ME-016-03,ME-016,ME-016a,3+,1,SingleResponse,SR-ME-016-ME-016A,False,30,True
OPT-ME-017-01,ME-017,ME-017i,"Resilient flooring (e.g., vinyl, rubber)",,Inventory,INV-ME-017-ME-017I,False,10,True
OPT-ME-017-02,ME-017,ME-017i,Terrazzo,,Inventory,INV-ME-017-ME-017I,False,20,True
OPT-ME-017-03,ME-017,ME-017i,Polished concrete,,Inventory,INV-ME-017-ME-017I,False,30,True
OPT-ME-017-04,ME-017,ME-017i,"Carpet (i.e., not a loose rug)",,Inventory,INV-ME-017-ME-017I,False,40,True
OPT-ME-017-05,ME-017,ME-017i,Porcelain tile,,Inventory,INV-ME-017-ME-017I,False,50,True
OPT-ME-017-06,ME-017,ME-017i,Unable to assess (note reason),,Inventory,INV-ME-017-ME-017I,True,60,True
OPT-ME-018-01,ME-018,ME-018i,Walk-off mat or grille at the entry,,Inventory,INV-ME-018-ME-018I,False,10,True
OPT-ME-018-02,ME-018,ME-018i,PA speaker,,Inventory,INV-ME-018-ME-018I,False,20,True
OPT-ME-018-03,ME-018,ME-018i,Synchronous clock,,Inventory,INV-ME-018-ME-018I,False,30,True
OPT-ME-018-04,ME-018,ME-018i,Security camera visible at the entry,,Inventory,INV-ME-018-ME-018I,False,40,True
OPT-ME-018-05,ME-018,ME-018i,Copier accessible to reception staff,,Inventory,INV-ME-018-ME-018I,False,50,True
OPT-MA-001-01,MA-001,MA-001a,Workroom,1,SingleResponse,SR-MA-001-MA-001A,False,10,True
OPT-MA-001-02,MA-001,MA-001b,Principal's office,1,SingleResponse,SR-MA-001-MA-001B,False,20,True
OPT-MA-001-03,MA-001,MA-001d,Bookkeeper office,1,SingleResponse,SR-MA-001-MA-001D,False,30,True
OPT-MA-001-04,MA-001,MA-001e,Conference room,1,SingleResponse,SR-MA-001-MA-001E,False,40,True
OPT-MA-001-05,MA-001,MA-001f,Records storage room,1,SingleResponse,SR-MA-001-MA-001F,False,50,True
OPT-MA-001-06,MA-001,MA-001i,Commuter shower,,Inventory,INV-MA-001-MA-001I,False,60,True
OPT-MA-002-01,MA-002,MA-002a,"A second door is provided to a separate space (e.g., corridor, conference room, exterior)",1,SingleResponse,SR-MA-002-MA-002A,False,10,True
OPT-MA-002-02,MA-002,MA-002b,Wall-mounted presentation equipment is provided,1,SingleResponse,SR-MA-002-MA-002B,False,20,True
OPT-MA-003-01,MA-003,MA-003a,Primary light fixtures are dimmable,1,SingleResponse,SR-MA-003-MA-003A,False,10,True
OPT-MA-003-02,MA-003,MA-003b,Primary light fixtures are LED,1,SingleResponse,SR-MA-003-MA-003B,False,20,True
OPT-MA-004-01,MA-004,MA-004a,"Good - walls are painted in light colors that can enhance daylighting, and accent color is used to reduce monotony",1,SingleResponse,SR-MA-004-MA-004A,False,10,True
OPT-MA-004-02,MA-004,MA-004a,"Fair - walls are painted in light colors that can enhance daylighting, but no accent color is used",0.5,SingleResponse,SR-MA-004-MA-004A,False,20,True
OPT-MA-004-03,MA-004,MA-004a,Poor - walls are painted in dark or monotonous colors,0,SingleResponse,SR-MA-004-MA-004A,False,30,True
OPT-MA-004-04,MA-004,MA-004a,Unable to assess (note reason),,SingleResponse,SR-MA-004-MA-004A,True,40,True
OPT-MA-005-01,MA-005,MA-005a,None,0,SingleResponse,SR-MA-005-MA-005A,False,10,True
OPT-MA-005-02,MA-005,MA-005a,<12 linear feet,0.5,SingleResponse,SR-MA-005-MA-005A,False,20,True
OPT-MA-005-03,MA-005,MA-005a,12+ linear feet,1,SingleResponse,SR-MA-005-MA-005A,False,30,True
OPT-MA-006-01,MA-006,MA-006a,None,0,SingleResponse,SR-MA-006-MA-006A,False,10,True
OPT-MA-006-02,MA-006,MA-006a,<6 linear feet,0.5,SingleResponse,SR-MA-006-MA-006A,False,20,True
OPT-MA-006-03,MA-006,MA-006a,6+ linear feet,1,SingleResponse,SR-MA-006-MA-006A,False,30,True
OPT-MA-007-01,MA-007,MA-007a,Copier or multifunction printer,1,SingleResponse,SR-MA-007-MA-007A,False,10,True
OPT-MA-007-02,MA-007,MA-007b,Staff mailboxes,1,SingleResponse,SR-MA-007-MA-007B,False,20,True
OPT-MA-007-03,MA-007,MA-007c,Sink,1,SingleResponse,SR-MA-007-MA-007C,False,30,True
OPT-MA-007-04,MA-007,MA-007i,Writable surface,,Inventory,INV-MA-007-MA-007I,False,40,True
OPT-MA-007-05,MA-007,MA-007i,Tackboard,,Inventory,INV-MA-007-MA-007I,False,50,True
OPT-MA-007-06,MA-007,MA-007i,Refrigerator,,Inventory,INV-MA-007-MA-007I,False,60,True
OPT-MA-007-07,MA-007,MA-007i,Microwave,,Inventory,INV-MA-007-MA-007I,False,70,True
OPT-MA-008-01,MA-008,MA-008a,Yes,1,SingleResponse,SR-MA-008-MA-008A,False,10,True
OPT-MA-008-02,MA-008,MA-008a,No,0,SingleResponse,SR-MA-008-MA-008A,False,20,True
OPT-MA-008-03,MA-008,MA-008a,Unable to assess (note reason),,SingleResponse,SR-MA-008-MA-008A,True,30,True
OPT-MA-009-01,MA-009,MA-009a,Interior window,1,SingleResponse,SR-MA-009-MA-009A,False,10,True
OPT-MA-009-02,MA-009,MA-009b,Sidelight,1,SingleResponse,SR-MA-009-MA-009B,False,20,True
OPT-MA-009-03,MA-009,MA-009c,"Door panel (i.e., glass panel in the door)",0,SingleResponse,SR-MA-009-MA-009C,False,30,True
OPT-MA-010-01,MA-010,MA-010a,Interior windows and doors with glass can be covered with a single movement,1,SingleResponse,SR-MA-010-MA-010A,False,10,True
OPT-MA-010-02,MA-010,MA-010b,Exterior windows and doors with glass can be covered with a single movement,1,SingleResponse,SR-MA-010-MA-010B,False,20,True
OPT-MA-010-03,MA-010,MA-010c,Interior door hardware is lockable from inside the space,1,SingleResponse,SR-MA-010-MA-010C,False,30,True
OPT-MA-011-01,MA-011,MA-011i,"Resilient flooring (e.g., vinyl, rubber)",,Inventory,INV-MA-011-MA-011I,False,10,True
OPT-MA-011-02,MA-011,MA-011i,Terrazzo,,Inventory,INV-MA-011-MA-011I,False,20,True
OPT-MA-011-03,MA-011,MA-011i,Polished concrete,,Inventory,INV-MA-011-MA-011I,False,30,True
OPT-MA-011-04,MA-011,MA-011i,"Carpet (i.e., not a loose rug)",,Inventory,INV-MA-011-MA-011I,False,40,True
OPT-MA-011-05,MA-011,MA-011i,Porcelain tile,,Inventory,INV-MA-011-MA-011I,False,50,True
OPT-MA-011-06,MA-011,MA-011i,Unable to assess (note reason),,Inventory,INV-MA-011-MA-011I,True,60,True
OPT-MA-012-01,MA-012,MA-012i,PA speaker,,Inventory,INV-MA-012-MA-012I,False,10,True
OPT-MA-012-02,MA-012,MA-012i,Synchronous clock,,Inventory,INV-MA-012-MA-012I,False,20,True
