SubcategoryID,CategoryID,ScoreFocusArea,SubcategoryName,SubcategoryWeight,WeightSource,DisplayOrder,IsActive
SUB-SENSORY-MOTO-AMENITIES-STORAGE-FB7DF5,CAT-SENSORY-MOTOR-LA-AMENITIES-371CAF,Special Education,Storage,3,Source,10,True
SUB-SENSORY-MOTO-OCCUPANT-E-SAFETY-AND-SUPERVISI-FFBD62,CAT-SENSORY-MOTOR-LA-OCCUPANT-EXPERIENCE-BA8837,Special Education,Safety and Supervision,3,Source,30,True
SUB-SENSORY-MOTO-AMENITIES-FURNITURE-AND-EQUIPM-7B4F14,CAT-SENSORY-MOTOR-LA-AMENITIES-371CAF,Special Education,Furniture and Equipment,3,Source,20,True
SUB-SENSORY-MOTO-INFRASTRUC-FLOORING-AND-SURFACE-8DC74A,CAT-SENSORY-MOTOR-LA-INFRASTRUCTURE-81347E,Special Education,Flooring and Surface Finishes,3,Source,20,True
SUB-LIFE-SKILLS--FUNCTION-LAYOUT-AND-FLEXIBILI-CD73C5,CAT-LIFE-SKILLS-STUD-FUNCTION-F09415,Special Education,Layout and Flexibility,3,Source,10,True
SUB-LIFE-SKILLS--INFRASTRUC-UTILITIES-AND-TECHNO-4F2607,CAT-LIFE-SKILLS-STUD-INFRASTRUCTURE-8CC0F1,Special Education,Utilities and Technology,3,Source,10,True
SUB-LIFE-SKILLS--OCCUPANT-E-AESTHETICS-2FE918,CAT-LIFE-SKILLS-STUD-OCCUPANT-EXPERIENCE-B7587E,Special Education,Aesthetics,3,Source,10,True
SUB-LIFE-SKILLS--OCCUPANT-E-OCCUPANT-COMFORT-8846D0,CAT-LIFE-SKILLS-STUD-OCCUPANT-EXPERIENCE-B7587E,Special Education,Occupant Comfort,3,Source,20,True
SUB-LIFE-SKILLS--AMENITIES-STORAGE-B81DE9,CAT-LIFE-SKILLS-STUD-AMENITIES-CB548A,Special Education,Storage,3,Source,10,True
SUB-LIFE-SKILLS--OCCUPANT-E-SAFETY-AND-SUPERVISI-9F58A3,CAT-LIFE-SKILLS-STUD-OCCUPANT-EXPERIENCE-B7587E,Special Education,Safety and Supervision,3,Source,30,True
SUB-LIFE-SKILLS--AMENITIES-FURNITURE-AND-EQUIPM-0C9BB0,CAT-LIFE-SKILLS-STUD-AMENITIES-CB548A,Special Education,Furniture and Equipment,3,Source,20,True
SUB-LIFE-SKILLS--INFRASTRUC-FLOORING-AND-SURFACE-FB2609,CAT-LIFE-SKILLS-STUD-INFRASTRUCTURE-8CC0F1,Special Education,Flooring and Surface Finishes,3,Source,20,True
SUB-LIFE-SKILLS--AMENITIES-DISPLAY-AND-PRESENTA-60098E,CAT-LIFE-SKILLS-STUD-AMENITIES-CB548A,Special Education,Display and Presentation,3,Source,30,True
SUB-VOCATIONAL-L-FUNCTION-LAYOUT-AND-FLEXIBILI-6CD4D8,CAT-VOCATIONAL-LAB-FUNCTION-841DE3,Special Education,Layout and Flexibility,3,Source,10,True
SUB-VOCATIONAL-L-INFRASTRUC-UTILITIES-AND-TECHNO-D8F83D,CAT-VOCATIONAL-LAB-INFRASTRUCTURE-D1F491,Special Education,Utilities and Technology,3,Source,10,True
SUB-VOCATIONAL-L-OCCUPANT-E-AESTHETICS-4DE040,CAT-VOCATIONAL-LAB-OCCUPANT-EXPERIENCE-D68954,Special Education,Aesthetics,3,Source,10,True
SUB-VOCATIONAL-L-OCCUPANT-E-OCCUPANT-COMFORT-231335,CAT-VOCATIONAL-LAB-OCCUPANT-EXPERIENCE-D68954,Special Education,Occupant Comfort,3,Source,20,True
SUB-VOCATIONAL-L-AMENITIES-STORAGE-6A28D7,CAT-VOCATIONAL-LAB-AMENITIES-CFF977,Special Education,Storage,3,Source,10,True
SUB-VOCATIONAL-L-OCCUPANT-E-SAFETY-AND-SUPERVISI-BC0BB9,CAT-VOCATIONAL-LAB-OCCUPANT-EXPERIENCE-D68954,Special Education,Safety and Supervision,3,Source,30,True
SUB-VOCATIONAL-L-AMENITIES-FURNITURE-AND-EQUIPM-71772E,CAT-VOCATIONAL-LAB-AMENITIES-CFF977,Special Education,Furniture and Equipment,3,Source,20,True
SUB-VOCATIONAL-L-INFRASTRUC-FLOORING-AND-SURFACE-2B7E86,CAT-VOCATIONAL-LAB-INFRASTRUCTURE-D1F491,Special Education,Flooring and Surface Finishes,3,Source,20,True
SUB-VOCATIONAL-L-AMENITIES-DISPLAY-AND-PRESENTA-BBB941,CAT-VOCATIONAL-LAB-AMENITIES-CFF977,Special Education,Display and Presentation,3,Source,30,True
SUB-SPED-FLEX-ST-FUNCTION-ADJACENCY-AND-ACCESS-CF4E2C,CAT-SPED-FLEX-STUDIO-FUNCTION-6DD4AD,Special Education,Adjacency and Access,3,Source,10,True
SUB-SPED-FLEX-ST-FUNCTION-LAYOUT-AND-FLEXIBILI-38A5BC,CAT-SPED-FLEX-STUDIO-FUNCTION-6DD4AD,Special Education,Layout and Flexibility,3,Source,20,True
SUB-SPED-FLEX-ST-INFRASTRUC-UTILITIES-AND-TECHNO-8A83FC,CAT-SPED-FLEX-STUDIO-INFRASTRUCTURE-4DE76D,Special Education,Utilities and Technology,3,Source,10,True
SUB-SPED-FLEX-ST-OCCUPANT-E-AESTHETICS-BFA6B6,CAT-SPED-FLEX-STUDIO-OCCUPANT-EXPERIENCE-8AFA59,Special Education,Aesthetics,3,Source,10,True
SUB-SPED-FLEX-ST-OCCUPANT-E-OCCUPANT-COMFORT-8BD808,CAT-SPED-FLEX-STUDIO-OCCUPANT-EXPERIENCE-8AFA59,Special Education,Occupant Comfort,3,Source,20,True
SUB-SPED-FLEX-ST-AMENITIES-STORAGE-DB816A,CAT-SPED-FLEX-STUDIO-AMENITIES-26A279,Special Education,Storage,3,Source,10,True
SUB-SPED-FLEX-ST-OCCUPANT-E-SAFETY-AND-SUPERVISI-69FC11,CAT-SPED-FLEX-STUDIO-OCCUPANT-EXPERIENCE-8AFA59,Special Education,Safety and Supervision,3,Source,30,True
SUB-SPED-FLEX-ST-AMENITIES-FURNITURE-AND-EQUIPM-E76175,CAT-SPED-FLEX-STUDIO-AMENITIES-26A279,Special Education,Furniture and Equipment,3,Source,20,True
SUB-SPED-FLEX-ST-INFRASTRUC-FLOORING-AND-SURFACE-569B0C,CAT-SPED-FLEX-STUDIO-INFRASTRUCTURE-4DE76D,Special Education,Flooring and Surface Finishes,3,Source,20,True
SUB-SPED-FLEX-ST-AMENITIES-DISPLAY-AND-PRESENTA-FD7113,CAT-SPED-FLEX-STUDIO-AMENITIES-26A279,Special Education,Display and Presentation,3,Source,30,True
SUB-LIBRARY-MEDI-FUNCTION-ADJACENCY-AND-ACCESS-E62EFC,CAT-LIBRARY-MEDIA-CE-FUNCTION-4C5A48,Shared Spaces,Adjacency and Access,3,Source,10,True
SUB-LIBRARY-MEDI-FUNCTION-AVAILABILITY-CD46C7,CAT-LIBRARY-MEDIA-CE-FUNCTION-4C5A48,Shared Spaces,Availability,3,Source,20,True
SUB-LIBRARY-MEDI-OCCUPANT-E-OCCUPANT-COMFORT-358B52,CAT-LIBRARY-MEDIA-CE-OCCUPANT-EXPERIENCE-AA6844,Shared Spaces,Occupant Comfort,3,Source,10,True
SUB-LIBRARY-MEDI-INFRASTRUC-UTILITIES-AND-TECHNO-F322EB,CAT-LIBRARY-MEDIA-CE-INFRASTRUCTURE-55F9C1,Shared Spaces,Utilities and Technology,3,Source,10,True
SUB-LIBRARY-MEDI-OCCUPANT-E-AESTHETICS-CA7BC2,CAT-LIBRARY-MEDIA-CE-OCCUPANT-EXPERIENCE-AA6844,Shared Spaces,Aesthetics,3,Source,20,True
SUB-LIBRARY-MEDI-AMENITIES-STORAGE-22C219,CAT-LIBRARY-MEDIA-CE-AMENITIES-B4D1A3,Shared Spaces,Storage,3,Source,10,True
SUB-LIBRARY-MEDI-AMENITIES-DISPLAY-AND-PRESENTA-C4557B,CAT-LIBRARY-MEDIA-CE-AMENITIES-B4D1A3,Shared Spaces,Display and Presentation,3,Source,20,True
SUB-LIBRARY-MEDI-OCCUPANT-E-SAFETY-AND-SUPERVISI-F3FC50,CAT-LIBRARY-MEDIA-CE-OCCUPANT-EXPERIENCE-AA6844,Shared Spaces,Safety and Supervision,3,Source,30,True
SUB-LIBRARY-MEDI-AMENITIES-FURNITURE-AND-EQUIPM-B81631,CAT-LIBRARY-MEDIA-CE-AMENITIES-B4D1A3,Shared Spaces,Furniture and Equipment,3,Source,30,True
SUB-LIBRARY-MEDI-INFRASTRUC-FLOORING-AND-SURFACE-D34415,CAT-LIBRARY-MEDIA-CE-INFRASTRUCTURE-55F9C1,Shared Spaces,Flooring and Surface Finishes,3,Source,20,True
SUB-COMPETITION--FUNCTION-LAYOUT-AND-FLEXIBILI-3E2D9F,CAT-COMPETITION-GYM-FUNCTION-DF3B84,Athletics and Wellness,Layout and Flexibility,3,Source,10,True
SUB-COMPETITION--OCCUPANT-E-CIRCULATION-AND-EGRE-61B49C,CAT-COMPETITION-GYM-OCCUPANT-EXPERIENCE-3EC0F6,Athletics and Wellness,Circulation and Egress,3,Source,10,True
SUB-COMPETITION--INFRASTRUC-FLOORING-AND-SURFACE-3B96DA,CAT-COMPETITION-GYM-INFRASTRUCTURE-769FD9,Athletics and Wellness,Flooring and Surface Finishes,3,Source,10,True
SUB-COMPETITION--AMENITIES-DISPLAY-AND-PRESENTA-0F3F32,CAT-COMPETITION-GYM-AMENITIES-B630C2,Athletics and Wellness,Display and Presentation,3,Source,10,True
SUB-COMPETITION--INFRASTRUC-UTILITIES-AND-TECHNO-6834EF,CAT-COMPETITION-GYM-INFRASTRUCTURE-769FD9,Athletics and Wellness,Utilities and Technology,3,Source,20,True
SUB-COMPETITION--AMENITIES-FURNITURE-AND-EQUIPM-92297D,CAT-COMPETITION-GYM-AMENITIES-B630C2,Athletics and Wellness,Furniture and Equipment,3,Source,20,True
SUB-COMPETITION--AMENITIES-STORAGE-6BF998,CAT-COMPETITION-GYM-AMENITIES-B630C2,Athletics and Wellness,Storage,3,Source,30,True
SUB-COMPETITION--FUNCTION-ADJACENCY-AND-ACCESS-35701D,CAT-COMPETITION-GYM-FUNCTION-DF3B84,Athletics and Wellness,Adjacency and Access,3,Source,20,True
SUB-MULTIPURPOSE-FUNCTION-LAYOUT-AND-FLEXIBILI-49B369,CAT-MULTIPURPOSE-GYM-FUNCTION-E90D0C,Athletics and Wellness,Layout and Flexibility,3,Source,10,True
SUB-MULTIPURPOSE-OCCUPANT-E-CIRCULATION-AND-EGRE-303BA4,CAT-MULTIPURPOSE-GYM-OCCUPANT-EXPERIENCE-6D2DCB,Athletics and Wellness,Circulation and Egress,3,Source,10,True
SUB-MULTIPURPOSE-INFRASTRUC-FLOORING-AND-SURFACE-1D2428,CAT-MULTIPURPOSE-GYM-INFRASTRUCTURE-9E58C8,Athletics and Wellness,Flooring and Surface Finishes,3,Source,10,True
SUB-MULTIPURPOSE-AMENITIES-DISPLAY-AND-PRESENTA-60CC48,CAT-MULTIPURPOSE-GYM-AMENITIES-8BF12C,Athletics and Wellness,Display and Presentation,3,Source,10,True
SUB-MULTIPURPOSE-INFRASTRUC-UTILITIES-AND-TECHNO-71F059,CAT-MULTIPURPOSE-GYM-INFRASTRUCTURE-9E58C8,Athletics and Wellness,Utilities and Technology,3,Source,20,True
SUB-MULTIPURPOSE-AMENITIES-FURNITURE-AND-EQUIPM-18D642,CAT-MULTIPURPOSE-GYM-AMENITIES-8BF12C,Athletics and Wellness,Furniture and Equipment,3,Source,20,True
SUB-MULTIPURPOSE-AMENITIES-STORAGE-CBDD76,CAT-MULTIPURPOSE-GYM-AMENITIES-8BF12C,Athletics and Wellness,Storage,3,Source,30,True
SUB-MULTIPURPOSE-FUNCTION-ADJACENCY-AND-ACCESS-E1DBF1,CAT-MULTIPURPOSE-GYM-FUNCTION-E90D0C,Athletics and Wellness,Adjacency and Access,3,Source,20,True
SUB-PRACTICE-GYM-FUNCTION-LAYOUT-AND-FLEXIBILI-88ECF7,CAT-PRACTICE-GYM-FUNCTION-72FD7C,Athletics and Wellness,Layout and Flexibility,3,Source,10,True
SUB-PRACTICE-GYM-OCCUPANT-E-CIRCULATION-AND-EGRE-1D124E,CAT-PRACTICE-GYM-OCCUPANT-EXPERIENCE-A7B680,Athletics and Wellness,Circulation and Egress,3,Source,10,True
SUB-PRACTICE-GYM-INFRASTRUC-FLOORING-AND-SURFACE-2B1C19,CAT-PRACTICE-GYM-INFRASTRUCTURE-44E1A7,Athletics and Wellness,Flooring and Surface Finishes,3,Source,10,True
SUB-PRACTICE-GYM-AMENITIES-DISPLAY-AND-PRESENTA-866ACC,CAT-PRACTICE-GYM-AMENITIES-0CE41F,Athletics and Wellness,Display and Presentation,3,Source,10,True
SUB-PRACTICE-GYM-INFRASTRUC-UTILITIES-AND-TECHNO-D5A3AB,CAT-PRACTICE-GYM-INFRASTRUCTURE-44E1A7,Athletics and Wellness,Utilities and Technology,3,Source,20,True
SUB-PRACTICE-GYM-AMENITIES-STORAGE-B66681,CAT-PRACTICE-GYM-AMENITIES-0CE41F,Athletics and Wellness,Storage,3,Source,20,True
SUB-PRACTICE-GYM-FUNCTION-ADJACENCY-AND-ACCESS-CB75C1,CAT-PRACTICE-GYM-FUNCTION-72FD7C,Athletics and Wellness,Adjacency and Access,3,Source,20,True
SUB-ES-GYMNASIUM-OCCUPANT-E-CIRCULATION-AND-EGRE-6B9A12,CAT-ES-GYMNASIUM-OCCUPANT-EXPERIENCE-A8828F,Athletics and Wellness,Circulation and Egress,3,Source,10,True
SUB-ES-GYMNASIUM-AMENITIES-FURNITURE-AND-EQUIPM-0C92E7,CAT-ES-GYMNASIUM-AMENITIES-FC031C,Athletics and Wellness,Furniture and Equipment,3,Source,10,True
SUB-ES-GYMNASIUM-AMENITIES-STORAGE-55D0E9,CAT-ES-GYMNASIUM-AMENITIES-FC031C,Athletics and Wellness,Storage,3,Source,20,True
SUB-ES-GYMNASIUM-AMENITIES-DISPLAY-AND-PRESENTA-99FAF9,CAT-ES-GYMNASIUM-AMENITIES-FC031C,Athletics and Wellness,Display and Presentation,3,Source,30,True
SUB-ES-GYMNASIUM-INFRASTRUC-UTILITIES-AND-TECHNO-F97EA6,CAT-ES-GYMNASIUM-INFRASTRUCTURE-F5DE81,Athletics and Wellness,Utilities and Technology,3,Source,10,True
SUB-ES-GYMNASIUM-FUNCTION-ADJACENCY-AND-ACCESS-9B3C16,CAT-ES-GYMNASIUM-FUNCTION-AB75AB,Athletics and Wellness,Adjacency and Access,3,Source,10,True
SUB-WEIGHT-ROOM-FUNCTION-AVAILABILITY-BE2695,CAT-WEIGHT-ROOM-FUNCTION-7EB479,Athletics and Wellness,Availability,3,Source,10,True
SUB-WEIGHT-ROOM-FUNCTION-ADJACENCY-AND-ACCESS-F5B7D7,CAT-WEIGHT-ROOM-FUNCTION-7EB479,Athletics and Wellness,Adjacency and Access,3,Source,20,True
SUB-WEIGHT-ROOM-AMENITIES-FURNITURE-AND-EQUIPM-878749,CAT-WEIGHT-ROOM-AMENITIES-02F555,Athletics and Wellness,Furniture and Equipment,3,Source,10,True
SUB-WEIGHT-ROOM-FUNCTION-LAYOUT-AND-FLEXIBILI-D36A5E,CAT-WEIGHT-ROOM-FUNCTION-7EB479,Athletics and Wellness,Layout and Flexibility,3,Source,30,True
SUB-WEIGHT-ROOM-OCCUPANT-E-CIRCULATION-AND-EGRE-95E19F,CAT-WEIGHT-ROOM-OCCUPANT-EXPERIENCE-5F0124,Athletics and Wellness,Circulation and Egress,3,Source,10,True
SUB-WEIGHT-ROOM-INFRASTRUC-UTILITIES-AND-TECHNO-6C9D8A,CAT-WEIGHT-ROOM-INFRASTRUCTURE-33F0C8,Athletics and Wellness,Utilities and Technology,3,Source,10,True
SUB-WRESTLING-FUNCTION-ADJACENCY-AND-ACCESS-C5D2C3,CAT-WRESTLING-FUNCTION-99DACB,Athletics and Wellness,Adjacency and Access,3,Source,10,True
SUB-WRESTLING-FUNCTION-LAYOUT-AND-FLEXIBILI-532E06,CAT-WRESTLING-FUNCTION-99DACB,Athletics and Wellness,Layout and Flexibility,3,Source,20,True
SUB-WRESTLING-AMENITIES-FURNITURE-AND-EQUIPM-2B7E43,CAT-WRESTLING-AMENITIES-4E2B31,Athletics and Wellness,Furniture and Equipment,3,Source,10,True
SUB-WRESTLING-OCCUPANT-E-CIRCULATION-AND-EGRE-95CE41,CAT-WRESTLING-OCCUPANT-EXPERIENCE-054321,Athletics and Wellness,Circulation and Egress,3,Source,10,True
SUB-WRESTLING-AMENITIES-DISPLAY-AND-PRESENTA-387310,CAT-WRESTLING-AMENITIES-4E2B31,Athletics and Wellness,Display and Presentation,3,Source,20,True
SUB-WRESTLING-INFRASTRUC-UTILITIES-AND-TECHNO-0B78EF,CAT-WRESTLING-INFRASTRUCTURE-189B8C,Athletics and Wellness,Utilities and Technology,3,Source,10,True
SUB-LOCKER-ROOMS-FUNCTION-AVAILABILITY-D23765,CAT-LOCKER-ROOMS-FUNCTION-9691BE,Athletics and Wellness,Availability,3,Source,10,True
SUB-LOCKER-ROOMS-OCCUPANT-E-SAFETY-AND-SUPERVISI-22FA51,CAT-LOCKER-ROOMS-OCCUPANT-EXPERIENCE-173B93,Athletics and Wellness,Safety and Supervision,3,Source,10,True
SUB-LOCKER-ROOMS-FUNCTION-ADJACENCY-AND-ACCESS-0B18A9,CAT-LOCKER-ROOMS-FUNCTION-9691BE,Athletics and Wellness,Adjacency and Access,3,Source,20,True
SUB-LOCKER-ROOMS-INFRASTRUC-UTILITIES-AND-TECHNO-C2796D,CAT-LOCKER-ROOMS-INFRASTRUCTURE-550623,Athletics and Wellness,Utilities and Technology,3,Source,10,True
SUB-PE-FITNESS-R-FUNCTION-LAYOUT-AND-FLEXIBILI-C8732F,CAT-PE-FITNESS-ROOM-FUNCTION-560118,Athletics and Wellness,Layout and Flexibility,3,Source,10,True
SUB-PE-FITNESS-R-AMENITIES-DISPLAY-AND-PRESENTA-107A59,CAT-PE-FITNESS-ROOM-AMENITIES-505A53,Athletics and Wellness,Display and Presentation,3,Source,10,True
SUB-PE-FITNESS-R-INFRASTRUC-UTILITIES-AND-TECHNO-37E90E,CAT-PE-FITNESS-ROOM-INFRASTRUCTURE-3DFE98,Athletics and Wellness,Utilities and Technology,3,Source,10,True
SUB-PE-FITNESS-R-AMENITIES-FURNITURE-AND-EQUIPM-9278BF,CAT-PE-FITNESS-ROOM-AMENITIES-505A53,Athletics and Wellness,Furniture and Equipment,3,Source,20,True
SUB-ATHLETICS-WI-FUNCTION-LAYOUT-AND-FLEXIBILI-D51C36,CAT-ATHLETICS-WING-FUNCTION-627E29,Athletics and Wellness,Layout and Flexibility,3,Source,10,True
SUB-ATHLETICS-WI-FUNCTION-ADJACENCY-AND-ACCESS-6F7D05,CAT-ATHLETICS-WING-FUNCTION-627E29,Athletics and Wellness,Adjacency and Access,3,Source,20,True
SUB-ATHLETICS-WI-FUNCTION-AVAILABILITY-0486F3,CAT-ATHLETICS-WING-FUNCTION-627E29,Athletics and Wellness,Availability,3,Source,30,True
SUB-ATHLETICS-WI-AMENITIES-STORAGE-61A0B6,CAT-ATHLETICS-WING-AMENITIES-D0AD4A,Athletics and Wellness,Storage,3,Source,10,True
SUB-OUTDOOR-ATHL-FUNCTION-AVAILABILITY-6CE585,CAT-OUTDOOR-ATHLETIC-FUNCTION-E3F781,Athletics and Wellness,Availability,3,Source,10,True
SUB-OUTDOOR-ATHL-FUNCTION-LAYOUT-AND-FLEXIBILI-2AE0F3,CAT-OUTDOOR-ATHLETIC-FUNCTION-E3F781,Athletics and Wellness,Layout and Flexibility,3,Source,20,True
SUB-OUTDOOR-ATHL-FUNCTION-ADJACENCY-AND-ACCESS-0941E2,CAT-OUTDOOR-ATHLETIC-FUNCTION-E3F781,Athletics and Wellness,Adjacency and Access,3,Source,30,True
SUB-OUTDOOR-ATHL-AMENITIES-STORAGE-068539,CAT-OUTDOOR-ATHLETIC-AMENITIES-D8D932,Athletics and Wellness,Storage,9,Source,10,True
SUB-OUTDOOR-ATHL-INFRASTRUC-UTILITIES-AND-TECHNO-E53C43,CAT-OUTDOOR-ATHLETIC-INFRASTRUCTURE-CA4A8A,Athletics and Wellness,Utilities and Technology,3,Source,10,True
SUB-OUTDOOR-ATHL-AMENITIES-FURNITURE-AND-EQUIPM-28C8C8,CAT-OUTDOOR-ATHLETIC-AMENITIES-D8D932,Athletics and Wellness,Furniture and Equipment,3,Source,20,True
SUB-DINING-COMMO-OCCUPANT-E-AESTHETICS-643B69,CAT-DINING-COMMONS-OCCUPANT-EXPERIENCE-BE947B,Shared Spaces,Aesthetics,3,Source,10,True
SUB-DINING-COMMO-INFRASTRUC-FLOORING-AND-SURFACE-4BB8E9,CAT-DINING-COMMONS-INFRASTRUCTURE-3678CE,Shared Spaces,Flooring and Surface Finishes,3,Source,10,True
SUB-DINING-COMMO-FUNCTION-ADJACENCY-AND-ACCESS-3B7454,CAT-DINING-COMMONS-FUNCTION-8DA6BD,Shared Spaces,Adjacency and Access,3,Source,10,True
SUB-DINING-COMMO-FUNCTION-AVAILABILITY-CB35F2,CAT-DINING-COMMONS-FUNCTION-8DA6BD,Shared Spaces,Availability,3,Source,20,True
SUB-DINING-COMMO-OCCUPANT-E-SAFETY-AND-SUPERVISI-9DF4B0,CAT-DINING-COMMONS-OCCUPANT-EXPERIENCE-BE947B,Shared Spaces,Safety and Supervision,3,Source,20,True
SUB-DINING-COMMO-AMENITIES-FURNITURE-AND-EQUIPM-D32302,CAT-DINING-COMMONS-AMENITIES-84F801,Shared Spaces,Furniture and Equipment,3,Source,10,True
SUB-DINING-COMMO-INFRASTRUC-UTILITIES-AND-TECHNO-DC62F1,CAT-DINING-COMMONS-INFRASTRUCTURE-3678CE,Shared Spaces,Utilities and Technology,3,Source,20,True
SUB-DINING-COMMO-OCCUPANT-E-OCCUPANT-COMFORT-8ADE27,CAT-DINING-COMMONS-OCCUPANT-EXPERIENCE-BE947B,Shared Spaces,Occupant Comfort,3,Source,30,True
SUB-DINING-COMMO-AMENITIES-DISPLAY-AND-PRESENTA-1C0F11,CAT-DINING-COMMONS-AMENITIES-84F801,Shared Spaces,Display and Presentation,3,Source,20,True
SUB-DINING-COMMO-AMENITIES-STORAGE-50E1A1,CAT-DINING-COMMONS-AMENITIES-84F801,Shared Spaces,Storage,3,Source,30,True
SUB-KITCHEN-FUNCTION-AVAILABILITY-16EFDC,CAT-KITCHEN-FUNCTION-FBE08A,Shared Spaces,Availability,3,Source,10,True
SUB-KITCHEN-FUNCTION-CIRCULATION-AND-EGRE-37358D,CAT-KITCHEN-FUNCTION-FBE08A,Shared Spaces,Circulation and Egress,3,Source,20,True
SUB-KITCHEN-FUNCTION-ADJACENCY-AND-ACCESS-FD79BA,CAT-KITCHEN-FUNCTION-FBE08A,Shared Spaces,Adjacency and Access,3,Source,30,True
SUB-KITCHEN-INFRASTRUC-UTILITIES-AND-TECHNO-5D6A89,CAT-KITCHEN-INFRASTRUCTURE-C60377,Shared Spaces,Utilities and Technology,3,Source,10,True
SUB-EMPOWER-CENT-FUNCTION-ADJACENCY-AND-ACCESS-6B3D55,CAT-EMPOWER-CENTER-FUNCTION-798A58,Empower Center,Adjacency and Access,3,Source,10,True
SUB-EMPOWER-CENT-FUNCTION-AVAILABILITY-3851DA,CAT-EMPOWER-CENTER-FUNCTION-798A58,Empower Center,Availability,3,Source,20,True
SUB-EMPOWER-CENT-FUNCTION-LAYOUT-AND-FLEXIBILI-7CECC8,CAT-EMPOWER-CENTER-FUNCTION-798A58,Empower Center,Layout and Flexibility,3,Source,30,True
SUB-EMPOWER-CENT-INFRASTRUC-UTILITIES-AND-TECHNO-D86AFA,CAT-EMPOWER-CENTER-INFRASTRUCTURE-FA3F3B,Empower Center,Utilities and Technology,3,Source,10,True
SUB-EMPOWER-CENT-OCCUPANT-E-AESTHETICS-BEE603,CAT-EMPOWER-CENTER-OCCUPANT-EXPERIENCE-401E31,Empower Center,Aesthetics,3,Source,10,True
SUB-EMPOWER-CENT-OCCUPANT-E-OCCUPANT-COMFORT-B445F4,CAT-EMPOWER-CENTER-OCCUPANT-EXPERIENCE-401E31,Empower Center,Occupant Comfort,3,Source,20,True
SUB-EMPOWER-CENT-AMENITIES-DISPLAY-AND-PRESENTA-572BE8,CAT-EMPOWER-CENTER-AMENITIES-888B8E,Empower Center,Display and Presentation,3,Source,10,True
SUB-EMPOWER-CENT-OCCUPANT-E-SAFETY-AND-SUPERVISI-B59E5C,CAT-EMPOWER-CENTER-OCCUPANT-EXPERIENCE-401E31,Empower Center,Safety and Supervision,3,Source,30,True
SUB-EMPOWER-CENT-AMENITIES-FURNITURE-AND-EQUIPM-CC1BF3,CAT-EMPOWER-CENTER-AMENITIES-888B8E,Empower Center,Furniture and Equipment,3,Source,20,True
SUB-EMPOWER-CENT-INFRASTRUC-FLOORING-AND-SURFACE-095B28,CAT-EMPOWER-CENTER-INFRASTRUCTURE-FA3F3B,Empower Center,Flooring and Surface Finishes,3,Source,20,True
SUB-EMPOWER-CENT-OCCUPANT-E-CIRCULATION-AND-EGRE-3EB488,CAT-EMPOWER-CENTER-OCCUPANT-EXPERIENCE-401E31,Empower Center,Circulation and Egress,3,Source,40,True
SUB-NEIGHBORHOOD-OCCUPANT-E-SAFETY-AND-SUPERVISI-A2D2E4,CAT-NEIGHBORHOOD-OCCUPANT-EXPERIENCE-1F4AA9,Neighborhoods,Safety and Supervision,3,Source,10,True
SUB-NEIGHBORHOOD-FUNCTION-LAYOUT-AND-FLEXIBILI-F263A6,CAT-NEIGHBORHOOD-FUNCTION-1A9C81,Neighborhoods,Layout and Flexibility,3,Source,10,True
SUB-NEIGHBORHOOD-FUNCTION-AVAILABILITY-8BF1A3,CAT-NEIGHBORHOOD-FUNCTION-1A9C81,Neighborhoods,Availability,3,Source,20,True
SUB-NEIGHBORHOOD-FUNCTION-ADJACENCY-AND-ACCESS-C9233C,CAT-NEIGHBORHOOD-FUNCTION-1A9C81,Neighborhoods,Adjacency and Access,3,Source,30,True
SUB-NEIGHBORHOOD-INFRASTRUC-LAYOUT-AND-FLEXIBILI-E35450,CAT-NEIGHBORHOOD-INFRASTRUCTURE-402B02,Neighborhoods,Layout and Flexibility,3,Source,10,True
SUB-EARLY-CHILDH-OCCUPANT-E-SAFETY-AND-SUPERVISI-E846FE,CAT-EARLY-CHILDHOOD--OCCUPANT-EXPERIENCE-AC03FF,Neighborhoods,Safety and Supervision,3,Source,10,True
SUB-EARLY-CHILDH-FUNCTION-LAYOUT-AND-FLEXIBILI-9ABDE3,CAT-EARLY-CHILDHOOD--FUNCTION-9E5B04,Neighborhoods,Layout and Flexibility,3,Source,10,True
SUB-EARLY-CHILDH-FUNCTION-AVAILABILITY-E3C40A,CAT-EARLY-CHILDHOOD--FUNCTION-9E5B04,Neighborhoods,Availability,3,Source,20,True
SUB-EARLY-CHILDH-FUNCTION-ADJACENCY-AND-ACCESS-D3692F,CAT-EARLY-CHILDHOOD--FUNCTION-9E5B04,Neighborhoods,Adjacency and Access,3,Source,30,True
SUB-EARLY-CHILDH-INFRASTRUC-LAYOUT-AND-FLEXIBILI-9D2F84,CAT-EARLY-CHILDHOOD--INFRASTRUCTURE-759754,Neighborhoods,Layout and Flexibility,3,Source,10,True
SUB-GROUP-ROOM-INFRASTRUC-UTILITIES-AND-TECHNO-4E1E02,CAT-GROUP-ROOM-INFRASTRUCTURE-02BCD9,Neighborhoods,Utilities and Technology,3,Source,10,True
SUB-GROUP-ROOM-AMENITIES-DISPLAY-AND-PRESENTA-C8F109,CAT-GROUP-ROOM-AMENITIES-8C4639,Neighborhoods,Display and Presentation,3,Source,10,True
