QuestionID,LegacyQuestionID,SurveyID,SurveyFocusArea,ScoreFocusArea,SpaceTypeID,CategoryID,SubcategoryID,SchoolLevel,SourceSchoolLevel,QuestionText,Context,QuestionType,ScoringMode,QuestionWeight,WeightSource,DisplayOrder,IsRequired,IsActive,SourceSheet,SourceRow
ST-002,ST-002,SRV-STUDIOS,Studios,Studios,SPT-TRADITIONAL-STUDIO,CAT-TRADITIONAL-STUDIO-FUNCTION,SUB-TRADITIONAL-STUD-FUNCTION-LAYOUT-AND-FLEXIBILI-43C4F06D,ALL,ALL,Does the room shape allow for clear sightlines and flexible room configuration options?,,YesNo,SingleResponse,12,Source,10,True,True,Studios,6
ST-003,ST-003,SRV-STUDIOS,Studios,Studios,SPT-TRADITIONAL-STUDIO,CAT-TRADITIONAL-STUDIO-FUNCTION,SUB-TRADITIONAL-STUD-FUNCTION-LAYOUT-AND-FLEXIBILI-43C4F06D,ALL,ALL,"Is there a dedicated Peace Center within the studio (i.e., a furniture-based or designed ~25 SF space)?",Supports student self-regulation without leaving the studio,YesNo,SingleResponse,6,Source,20,True,True,Studios,10
ST-004,ST-004,SRV-STUDIOS,Studios,Studios,SPT-TRADITIONAL-STUDIO,CAT-TRADITIONAL-STUDIO-FUNCTION,SUB-TRADITIONAL-STUD-FUNCTION-LAYOUT-AND-FLEXIBILI-43C4F06D,ALL,ALL,Select all that apply (instructional flexibility),"Supports whole-group, small-group, and independent learning",MultiSelect,MixedItemScoring,12,Source,30,True,True,Studios,14
ST-005,ST-005,SRV-STUDIOS,Studios,Studios,SPT-TRADITIONAL-STUDIO,CAT-TRADITIONAL-STUDIO-INFRASTRUCTURE,SUB-TRADITIONAL-STUD-INFRASTRUCTU-UTILITIES-AND-TECHNO-ACFE5400,ALL,ALL,Select all that apply (lighting),,MultiSelect,MixedItemScoring,9,Source,40,True,True,Studios,18
ST-006,ST-006,SRV-STUDIOS,Studios,Studios,SPT-TRADITIONAL-STUDIO,CAT-TRADITIONAL-STUDIO-OCCUPANT-EXPERIENCE,SUB-TRADITIONAL-STUD-OCCUPANT-EXP-AESTHETICS-0B606DB8,ALL,ALL,Which of the following describe the color scheme in the space?,"Supports a positive, non-monotonous learning environment",SingleSelect,SingleResponse,6,Source,50,True,True,Studios,21
ST-007,ST-007,SRV-STUDIOS,Studios,Studios,SPT-TRADITIONAL-STUDIO,CAT-TRADITIONAL-STUDIO-OCCUPANT-EXPERIENCE,SUB-TRADITIONAL-STUD-OCCUPANT-EXP-OCCUPANT-COMFORT-A85D88A5,ALL,ALL,Are there exterior windows?,,YesNo,SingleResponse,12,Source,60,True,True,Studios,26
ST-008,ST-008,SRV-STUDIOS,Studios,Studios,SPT-TRADITIONAL-STUDIO,CAT-TRADITIONAL-STUDIO-OCCUPANT-EXPERIENCE,SUB-TRADITIONAL-STUD-OCCUPANT-EXP-OCCUPANT-COMFORT-A85D88A5,ALL,ALL,Select all that apply (exterior windows),Supports wellbeing through connection to the outdoors,MultiSelect,MixedItemScoring,9,Source,70,True,True,Studios,30
ST-009,ST-009,SRV-STUDIOS,Studios,Studios,SPT-TRADITIONAL-STUDIO,CAT-TRADITIONAL-STUDIO-OCCUPANT-EXPERIENCE,SUB-TRADITIONAL-STUD-OCCUPANT-EXP-OCCUPANT-COMFORT-A85D88A5,ALL,ALL,What window coverings are provided on exterior windows?,Supports glare control and privacy,SingleSelect,SingleResponse,9,Source,80,True,True,Studios,33
ST-010,ST-010,SRV-STUDIOS,Studios,Studios,SPT-TRADITIONAL-STUDIO,CAT-TRADITIONAL-STUDIO-AMENITIES,SUB-TRADITIONAL-STUD-AMENITIES-DISPLAY-AND-PRESENTA-28504B42,ES,ES,"How much writable surface (e.g., markerboard) is provided, excluding glass? Include both fixed and mobile writable surfaces in your count.",,SingleSelect,SingleResponse,12,Source,90,True,True,Studios,39
ST-010-MS-HS-2,ST-010,SRV-STUDIOS,Studios,Studios,SPT-TRADITIONAL-STUDIO,CAT-TRADITIONAL-STUDIO-AMENITIES,SUB-TRADITIONAL-STUD-AMENITIES-DISPLAY-AND-PRESENTA-28504B42,MS+HS,MS+HS,"How much writable surface (e.g., markerboard) is provided, excluding glass? Include both fixed and mobile writable surfaces in your count.",,SingleSelect,SingleResponse,12,Source,100,True,True,Studios,46
ST-011,ST-011,SRV-STUDIOS,Studios,Studios,SPT-TRADITIONAL-STUDIO,CAT-TRADITIONAL-STUDIO-AMENITIES,SUB-TRADITIONAL-STUD-AMENITIES-DISPLAY-AND-PRESENTA-28504B42,ALL,ALL,Which built-in systems for displaying student work are provided?,,MultiSelect,MixedItemScoring,i,Source,110,True,True,Studios,54
ST-012,ST-012,SRV-STUDIOS,Studios,Studios,SPT-TRADITIONAL-STUDIO,CAT-TRADITIONAL-STUDIO-AMENITIES,SUB-TRADITIONAL-STUD-AMENITIES-DISPLAY-AND-PRESENTA-28504B42,ALL,ALL,How much tackboard/tackwall/tackstrip is provided? Include both fixed and mobile surfaces.,Supports display of student work,SingleSelect,SingleResponse,9,Source,120,True,True,Studios,59
ST-013,ST-013,SRV-STUDIOS,Studios,Studios,SPT-TRADITIONAL-STUDIO,CAT-TRADITIONAL-STUDIO-AMENITIES,SUB-TRADITIONAL-STUD-AMENITIES-STORAGE-61221652,ES,ES,How much casework is provided in the space?,,SingleSelect,SingleResponse,9,Source,130,True,True,Studios,65
ST-014,ST-014,SRV-STUDIOS,Studios,Studios,SPT-TRADITIONAL-STUDIO,CAT-TRADITIONAL-STUDIO-AMENITIES,SUB-TRADITIONAL-STUD-AMENITIES-STORAGE-61221652,ES,ES,How much countertop is provided in the space?,,SingleSelect,SingleResponse,6,Source,140,True,True,Studios,69
ST-015,ST-015,SRV-STUDIOS,Studios,Studios,SPT-TRADITIONAL-STUDIO,CAT-TRADITIONAL-STUDIO-AMENITIES,SUB-TRADITIONAL-STUD-AMENITIES-STORAGE-61221652,ALL,ALL,Select all that apply (storage),,MultiSelect,MixedItemScoring,6,Source,150,True,True,Studios,73
ST-016,ST-016,SRV-STUDIOS,Studios,Studios,SPT-TRADITIONAL-STUDIO,CAT-TRADITIONAL-STUDIO-AMENITIES,SUB-TRADITIONAL-STUD-AMENITIES-STORAGE-61221652,ALL,ALL,How sufficient does the storage appear for the space's program needs?,,SingleSelect,SingleResponse,12,Source,160,True,True,Studios,79
ST-017,ST-017,SRV-STUDIOS,Studios,Studios,SPT-TRADITIONAL-STUDIO,CAT-TRADITIONAL-STUDIO-INFRASTRUCTURE,SUB-TRADITIONAL-STUD-INFRASTRUCTU-UTILITIES-AND-TECHNO-ACFE5400,ALL,ALL,"How many general-use outlets are provided? (Count each wall plate as one, regardless of the number of plugs.)",Supports adequate device charging access,SingleSelect,SingleResponse,12,Source,170,True,True,Studios,84
ST-018,ST-018,SRV-STUDIOS,Studios,Studios,SPT-TRADITIONAL-STUDIO,CAT-TRADITIONAL-STUDIO-INFRASTRUCTURE,SUB-TRADITIONAL-STUD-INFRASTRUCTU-UTILITIES-AND-TECHNO-ACFE5400,ALL,ALL,How many walls in the space have general-use outlets?,Supports adequate device charging access,SingleSelect,SingleResponse,12,Source,180,True,True,Studios,90
ST-019,ST-019,SRV-STUDIOS,Studios,Studios,SPT-TRADITIONAL-STUDIO,CAT-TRADITIONAL-STUDIO-INFRASTRUCTURE,SUB-TRADITIONAL-STUD-INFRASTRUCTU-UTILITIES-AND-TECHNO-ACFE5400,ALL,ALL,How many walls in the space have data outlets?,,SingleSelect,SingleResponse,3,Source,190,True,True,Studios,96
ST-020,ST-020,SRV-STUDIOS,Studios,Studios,SPT-TRADITIONAL-STUDIO,CAT-TRADITIONAL-STUDIO-OCCUPANT-EXPERIENCE,SUB-TRADITIONAL-STUD-OCCUPANT-EXP-OCCUPANT-COMFORT-A85D88A5,ALL,ALL,Select one (Temperature Control),,SingleSelect,SingleResponse,6,Source,200,True,True,Studios,102
ST-021,ST-021,SRV-STUDIOS,Studios,Studios,SPT-TRADITIONAL-STUDIO,CAT-TRADITIONAL-STUDIO-OCCUPANT-EXPERIENCE,SUB-TRADITIONAL-STUD-OCCUPANT-EXP-SAFETY-AND-SUPERVISI-2C4164C3,ALL,ALL,"Is visibility provided into the space from adjacent interior spaces (i.e., glass exists, even if currently covered)?",Supports supervision and learning on display,YesNo,SingleResponse,12,Source,210,True,True,Studios,107
ST-022,ST-022,SRV-STUDIOS,Studios,Studios,SPT-TRADITIONAL-STUDIO,CAT-TRADITIONAL-STUDIO-OCCUPANT-EXPERIENCE,SUB-TRADITIONAL-STUD-OCCUPANT-EXP-SAFETY-AND-SUPERVISI-2C4164C3,ALL,ALL,What type of visibility is provided into the space from adjacent interior spaces?,Identifies how supervision and visibility are achieved,MultiSelect,MixedItemScoring,12,Assumed,220,True,True,Studios,111
ST-023,ST-023,SRV-STUDIOS,Studios,Studios,SPT-TRADITIONAL-STUDIO,CAT-TRADITIONAL-STUDIO-OCCUPANT-EXPERIENCE,SUB-TRADITIONAL-STUD-OCCUPANT-EXP-SAFETY-AND-SUPERVISI-2C4164C3,ALL,ALL,Select all that apply (safety),Supports security and controlled visibility during emergencies,MultiSelect,MixedItemScoring,12,Source,230,True,True,Studios,115
ST-024,ST-024,SRV-STUDIOS,Studios,Studios,SPT-TRADITIONAL-STUDIO,CAT-TRADITIONAL-STUDIO-AMENITIES,SUB-TRADITIONAL-STUD-AMENITIES-FURNITURE-AND-EQUIPM-AF5BB81B,ALL,ALL,Select all that are present (furniture),,MultiSelect,MixedItemScoring,i,Source,240,True,True,Studios,120
ST-025,ST-025,SRV-STUDIOS,Studios,Studios,SPT-TRADITIONAL-STUDIO,CAT-TRADITIONAL-STUDIO-AMENITIES,SUB-TRADITIONAL-STUD-AMENITIES-FURNITURE-AND-EQUIPM-AF5BB81B,ALL,ALL,How easily can the furniture be rearranged?,"Supports flexible, reconfigurable learning environment",SingleSelect,SingleResponse,12,Source,250,True,True,Studios,133
ST-026,ST-026,SRV-STUDIOS,Studios,Studios,SPT-TRADITIONAL-STUDIO,CAT-TRADITIONAL-STUDIO-AMENITIES,SUB-TRADITIONAL-STUD-AMENITIES-FURNITURE-AND-EQUIPM-AF5BB81B,ALL,ALL,"How varied are the seating options for students (i.e., are multiple seating types available)?",Supports diverse learning and comfort needs,SingleSelect,SingleResponse,12,Source,260,True,True,Studios,137
ST-027,ST-027,SRV-STUDIOS,Studios,Studios,SPT-TRADITIONAL-STUDIO,CAT-TRADITIONAL-STUDIO-AMENITIES,SUB-TRADITIONAL-STUD-AMENITIES-FURNITURE-AND-EQUIPM-AF5BB81B,ALL,ALL,What is the condition of the furniture?,Indicates furniture quality and maintenance needs,SingleSelect,SingleResponse,12,Source,270,True,True,Studios,142
ST-028,ST-028,SRV-STUDIOS,Studios,Studios,SPT-TRADITIONAL-STUDIO,CAT-TRADITIONAL-STUDIO-INFRASTRUCTURE,SUB-TRADITIONAL-STUD-INFRASTRUCTU-FLOORING-AND-SURFACE-EA0F40CD,ALL,ALL,What type of flooring is in the space?,,SingleSelect,SingleResponse,9,Source,280,True,True,Studios,146
ST-029,ST-029,SRV-STUDIOS,Studios,Studios,SPT-TRADITIONAL-STUDIO,CAT-TRADITIONAL-STUDIO-FUNCTION,SUB-TRADITIONAL-STUD-FUNCTION-ADJACENCY-AND-ACCESS-40FDCF99,ALL,ALL,What access does the space have to a collaboration space?,Supports connection to shared learning spaces,SingleSelect,SingleResponse,12,Source,290,True,True,Studios,153
ST-030,ST-030,SRV-STUDIOS,Studios,Studios,SPT-TRADITIONAL-STUDIO,CAT-TRADITIONAL-STUDIO-FUNCTION,SUB-TRADITIONAL-STUD-FUNCTION-ADJACENCY-AND-ACCESS-40FDCF99,ALL,ALL,What access does the space have to a small group room?,Supports connection to shared learning spaces,SingleSelect,SingleResponse,12,Source,300,True,True,Studios,158
ST-031,ST-031,SRV-STUDIOS,Studios,Studios,SPT-TRADITIONAL-STUDIO,CAT-TRADITIONAL-STUDIO-FUNCTION,SUB-TRADITIONAL-STUD-FUNCTION-ADJACENCY-AND-ACCESS-40FDCF99,ALL,ALL,Select all that are present (visibility into adjacent spaces),Allows teachers to send students to work independently outside the studio while remaining supervised,MultiSelect,MixedItemScoring,12,Source,310,True,True,Studios,163
ST-032,ST-032,SRV-STUDIOS,Studios,Studios,SPT-TRADITIONAL-STUDIO,CAT-TRADITIONAL-STUDIO-FUNCTION,SUB-TRADITIONAL-STUD-FUNCTION-ADJACENCY-AND-ACCESS-40FDCF99,ALL,ALL,What access does the space have to the exterior?,Supports outdoor learning opportunities,SingleSelect,SingleResponse,9,Source,320,True,True,Studios,166
ST-033,ST-033,SRV-STUDIOS,Studios,Studios,SPT-TRADITIONAL-STUDIO,CAT-TRADITIONAL-STUDIO-AMENITIES,SUB-TRADITIONAL-STUD-AMENITIES-FURNITURE-AND-EQUIPM-AF5BB81B,ALL,ALL,Select all that are present (general inventory),,MultiSelect,MixedItemScoring,i,Source,330,True,True,Studios,171
OD-001,OD-001,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-AMENITIES,SUB-OUTDOOR-SPACES-AMENITIES-FURNITURE-AND-EQUIPM-A615D5DA,ES,ES,Select all that are present (essential soft play features),,MultiSelect,MixedItemScoring,12,Source,340,True,True,Outdoor Spaces,2
OD-002,OD-002,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-AMENITIES,SUB-OUTDOOR-SPACES-AMENITIES-FURNITURE-AND-EQUIPM-A615D5DA,MS,MS,Select all that apply (essential soft play features),,MultiSelect,MixedItemScoring,12,Source,350,True,True,Outdoor Spaces,9
OD-003,OD-003,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-AMENITIES,SUB-OUTDOOR-SPACES-AMENITIES-FURNITURE-AND-EQUIPM-A615D5DA,ES,ES,Select all that are present (additional soft play features),,MultiSelect,MixedItemScoring,12,Source,360,True,True,Outdoor Spaces,14
OD-004,OD-004,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-AMENITIES,SUB-OUTDOOR-SPACES-AMENITIES-FURNITURE-AND-EQUIPM-A615D5DA,ES,ES,Select all that apply (proximity to appropriate learning neighborhood),Supports proximity to associated learning neighborhood,MultiSelect,MixedItemScoring,12,Source,370,True,True,Outdoor Spaces,28
OD-005,OD-005,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-OCCUPANT-EXPERIENCE,SUB-OUTDOOR-SPACES-OCCUPANT-EXP-SAFETY-AND-SUPERVISI-E20C8959,ES,ES,Which playgrounds are enclosed by fencing?,Supports playground safety and containment,MultiSelect,MixedItemScoring,12,Source,380,True,True,Outdoor Spaces,31
OD-006,OD-006,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-OCCUPANT-EXPERIENCE,SUB-OUTDOOR-SPACES-OCCUPANT-EXP-SAFETY-AND-SUPERVISI-E20C8959,ES,ES,Which playground fall zones have soft surfacing?,,MultiSelect,MixedItemScoring,9,Source,390,True,True,Outdoor Spaces,34
OD-007,OD-007,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-AMENITIES,SUB-OUTDOOR-SPACES-AMENITIES-FURNITURE-AND-EQUIPM-A615D5DA,ES,ES,Select all that are present (early childhood playground equipment features),,MultiSelect,MixedItemScoring,12,Source,400,True,True,Outdoor Spaces,37
OD-008,OD-008,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-AMENITIES,SUB-OUTDOOR-SPACES-AMENITIES-FURNITURE-AND-EQUIPM-A615D5DA,ES,ES,Select all that are present (elementary playground equipment features),,MultiSelect,MixedItemScoring,12,Source,410,True,True,Outdoor Spaces,45
OD-009,OD-009,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-AMENITIES,SUB-OUTDOOR-SPACES-AMENITIES-FURNITURE-AND-EQUIPM-A615D5DA,ES,ES,Select all that are present (nature-based play features),,MultiSelect,MixedItemScoring,12,Source,420,True,True,Outdoor Spaces,53
OD-010,OD-010,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-AMENITIES,SUB-OUTDOOR-SPACES-AMENITIES-FURNITURE-AND-EQUIPM-A615D5DA,ES+MS,"ES, MS",Select all that are present (essential hard play features),,MultiSelect,MixedItemScoring,12,Source,430,True,True,Outdoor Spaces,57
OD-011,OD-011,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-AMENITIES,SUB-OUTDOOR-SPACES-AMENITIES-FURNITURE-AND-EQUIPM-A615D5DA,ES,ES,Select all that are present (additional hard play features),,MultiSelect,MixedItemScoring,12,Source,440,True,True,Outdoor Spaces,66
OD-012,OD-012,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-FUNCTION,SUB-OUTDOOR-SPACES-FUNCTION-AVAILABILITY-E6D18CDF,ALL,ALL,Is there a play field?,"A flat, open area for free play and sports (e.g., soccer, kickball)",YesNo,SingleResponse,6,Source,450,True,True,Outdoor Spaces,75
OD-013,OD-013,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-AMENITIES,SUB-OUTDOOR-SPACES-AMENITIES-FURNITURE-AND-EQUIPM-A615D5DA,ALL,ALL,Select all that are present (play field features),Only one surface type (grass or turf) is needed to earn the point,MultiSelect,MixedItemScoring,12,Source,460,True,True,Outdoor Spaces,79
OD-014,OD-014,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-OCCUPANT-EXPERIENCE,SUB-OUTDOOR-SPACES-OCCUPANT-EXP-OCCUPANT-COMFORT-D9EFDFEF,ES,ES,Which play areas have shade structures or shaded areas on or near them?,,MultiSelect,MixedItemScoring,12,Source,470,True,True,Outdoor Spaces,86
OD-015,OD-015,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-OCCUPANT-EXPERIENCE,SUB-OUTDOOR-SPACES-OCCUPANT-EXP-OCCUPANT-COMFORT-D9EFDFEF,MS,MS,Does the hard play area have shade structures or shaded areas on or near it?,,YesNo,SingleResponse,12,Source,480,True,True,Outdoor Spaces,90
OD-016,OD-016,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-FUNCTION,SUB-OUTDOOR-SPACES-FUNCTION-ADJACENCY-AND-ACCESS-BAB711E8,ALL,ALL,Are the play areas easily accessible for after-hours community use?,Supports community use outside school hours,YesNo,SingleResponse,12,Source,490,True,True,Outdoor Spaces,94
OD-017,OD-017,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-OCCUPANT-EXPERIENCE,SUB-OUTDOOR-SPACES-OCCUPANT-EXP-SAFETY-AND-SUPERVISI-E20C8959,ES,ES,Which areas have site lighting to allow for safe evening use?,Supports evening and after-hours safety,MultiSelect,MixedItemScoring,9,Source,500,True,True,Outdoor Spaces,98
OD-018,OD-018,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-OCCUPANT-EXPERIENCE,SUB-OUTDOOR-SPACES-OCCUPANT-EXP-SAFETY-AND-SUPERVISI-E20C8959,MS,MS,Which areas have site lighting to allow for safe evening use?,Supports evening and after-hours safety,MultiSelect,MixedItemScoring,9,Source,510,True,True,Outdoor Spaces,103
OD-019,OD-019,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-OCCUPANT-EXPERIENCE,SUB-OUTDOOR-SPACES-OCCUPANT-EXP-SAFETY-AND-SUPERVISI-E20C8959,HS,HS,Does the play field have site lighting to allow for safe evening use?,Supports evening and after-hours safety,YesNo,SingleResponse,9,Source,520,True,True,Outdoor Spaces,106
OD-020,OD-020,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-FUNCTION,SUB-OUTDOOR-SPACES-FUNCTION-ADJACENCY-AND-ACCESS-BAB711E8,ES+MS,"ES, MS",How close are the play areas to the gym?,Supports easy access and supervision,SingleSelect,SingleResponse,12,Source,530,True,True,Outdoor Spaces,110
OD-021,OD-021,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-FUNCTION,SUB-OUTDOOR-SPACES-FUNCTION-AVAILABILITY-E6D18CDF,ALL,ALL,Select all that are present (outdoor learning spaces),,MultiSelect,MixedItemScoring,12,Source,540,True,True,Outdoor Spaces,115
OD-022,OD-022,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-AMENITIES,SUB-OUTDOOR-SPACES-AMENITIES-FURNITURE-AND-EQUIPM-A615D5DA,ALL,ALL,Select all that are present (essential outdoor studio features),,MultiSelect,MixedItemScoring,12,Source,550,True,True,Outdoor Spaces,122
OD-023,OD-023,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-AMENITIES,SUB-OUTDOOR-SPACES-AMENITIES-FURNITURE-AND-EQUIPM-A615D5DA,ALL,ALL,Select all that apply (additional outdoor studio features),,MultiSelect,MixedItemScoring,12,Source,560,True,True,Outdoor Spaces,126
OD-024,OD-024,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-INFRASTRUCTURE,SUB-OUTDOOR-SPACES-INFRASTRUCTU-UTILITIES-AND-TECHNO-684713D1,ALL,ALL,Select all that are present (outdoor studio technology),Supports technology-enabled outdoor learning,MultiSelect,MixedItemScoring,9,Source,570,True,True,Outdoor Spaces,144
OD-025,OD-025,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-AMENITIES,SUB-OUTDOOR-SPACES-AMENITIES-FURNITURE-AND-EQUIPM-A615D5DA,ALL,ALL,Select all that are present (essential produce garden features),,MultiSelect,MixedItemScoring,12,Source,580,True,True,Outdoor Spaces,147
OD-026,OD-026,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-AMENITIES,SUB-OUTDOOR-SPACES-AMENITIES-FURNITURE-AND-EQUIPM-A615D5DA,ALL,ALL,Select all that are present (additional produce garden features),,MultiSelect,MixedItemScoring,12,Source,590,True,True,Outdoor Spaces,152
OD-027,OD-027,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-AMENITIES,SUB-OUTDOOR-SPACES-AMENITIES-FURNITURE-AND-EQUIPM-A615D5DA,ALL,ALL,Select all that are present (essential habitat garden features),,MultiSelect,MixedItemScoring,12,Source,600,True,True,Outdoor Spaces,162
OD-028,OD-028,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-AMENITIES,SUB-OUTDOOR-SPACES-AMENITIES-FURNITURE-AND-EQUIPM-A615D5DA,ALL,ALL,Select all that are present (additional habitat garden features),,MultiSelect,MixedItemScoring,12,Source,610,True,True,Outdoor Spaces,167
OD-029,OD-029,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-AMENITIES,SUB-OUTDOOR-SPACES-AMENITIES-FURNITURE-AND-EQUIPM-A615D5DA,ALL,ALL,Select all that are present (essential domestic animal habitat features),,MultiSelect,MixedItemScoring,12,Source,620,True,True,Outdoor Spaces,177
OD-030,OD-030,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-AMENITIES,SUB-OUTDOOR-SPACES-AMENITIES-FURNITURE-AND-EQUIPM-A615D5DA,ALL,ALL,Select all that are present (additional domestic animal habitat features),,MultiSelect,MixedItemScoring,12,Source,630,True,True,Outdoor Spaces,182
OD-031,OD-031,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-FUNCTION,SUB-OUTDOOR-SPACES-FUNCTION-ADJACENCY-AND-ACCESS-BAB711E8,ALL,ALL,"Is the habitat located in a relatively low-traffic area of the campus (i.e., adequate separation from student egress points, playground areas, produce gardens, etc.)?",Supports reduced pest exposure and appropriate site separation,YesNo,SingleResponse,9,Source,640,True,True,Outdoor Spaces,193
OD-032,OD-032,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-AMENITIES,SUB-OUTDOOR-SPACES-AMENITIES-FURNITURE-AND-EQUIPM-A615D5DA,ALL,ALL,Select all that are present (essential nature trail features),,MultiSelect,MixedItemScoring,12,Source,650,True,True,Outdoor Spaces,197
OD-033,OD-033,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-AMENITIES,SUB-OUTDOOR-SPACES-AMENITIES-FURNITURE-AND-EQUIPM-A615D5DA,ALL,ALL,Select all that are present (additional nature trail features),,MultiSelect,MixedItemScoring,12,Source,660,True,True,Outdoor Spaces,204
OD-034,OD-034,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-INFRASTRUCTURE,SUB-OUTDOOR-SPACES-INFRASTRUCTU-UTILITIES-AND-TECHNO-684713D1,ALL,ALL,Select all that are present (essential green stormwater features),,MultiSelect,MixedItemScoring,9,Source,670,True,True,Outdoor Spaces,212
OD-035,OD-035,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-INFRASTRUCTURE,SUB-OUTDOOR-SPACES-INFRASTRUCTU-UTILITIES-AND-TECHNO-684713D1,ALL,ALL,Select all that are present (additional green stormwater features),,MultiSelect,MixedItemScoring,9,Source,680,True,True,Outdoor Spaces,217
OD-036,OD-036,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-OCCUPANT-EXPERIENCE,SUB-OUTDOOR-SPACES-OCCUPANT-EXP-SAFETY-AND-SUPERVISI-E20C8959,ES,ES,Are there clear sightlines from routinely occupied or supervised areas to the following outdoor spaces?,Supports passive supervision across outdoor spaces,MultiSelect,MixedItemScoring,12,Source,690,True,True,Outdoor Spaces,225
OD-037,OD-037,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-OCCUPANT-EXPERIENCE,SUB-OUTDOOR-SPACES-OCCUPANT-EXP-SAFETY-AND-SUPERVISI-E20C8959,MS,MS,Are there clear sightlines from routinely occupied or supervised areas to the following outdoor spaces?,Supports passive supervision across outdoor spaces,MultiSelect,MixedItemScoring,12,Source,700,True,True,Outdoor Spaces,234
OD-038,OD-038,SRV-OUTDOOR,Outdoor,Outdoor,SPT-OUTDOOR-SPACES,CAT-OUTDOOR-SPACES-AMENITIES,SUB-OUTDOOR-SPACES-AMENITIES-STORAGE-149F8752,ALL,ALL,How sufficient is the outdoor storage for play equipment and materials?,,SingleSelect,SingleResponse,12,Source,710,True,True,Outdoor Spaces,241
