QuestionID,LegacyQuestionID,SurveyID,SurveyFocusArea,ScoreFocusArea,SpaceTypeID,CategoryID,SubcategoryID,SchoolLevel,SourceSchoolLevel,QuestionText,Context,QuestionType,ScoringMode,QuestionWeight,WeightSource,DisplayOrder,IsRequired,IsActive,SourceSheet,SourceRow
EA-021,EA-021,SRV-STUDIOS,Studios,Studios,SPT-ART-STUDIO,CAT-ART-STUDIO-OCCUPANT-EXPERIENCE,SUB-ART-STUDIO-OCCUPANT-EXP-SAFETY-AND-SUPERVISI-E09BEBCE,ES,ES,What type of visibility is provided into the space from adjacent interior spaces?,,MultiSelect,Inventory,,Inventory,5760,True,True,Visual Arts,104
EA-022,EA-022,SRV-STUDIOS,Studios,Studios,SPT-ART-STUDIO,CAT-ART-STUDIO-OCCUPANT-EXPERIENCE,SUB-ART-STUDIO-OCCUPANT-EXP-SAFETY-AND-SUPERVISI-E09BEBCE,ES,ES,Select all that apply (safety),,MultiSelect,MixedItemScoring,12,Assumed,5770,True,True,Visual Arts,108
EA-023,EA-023,SRV-STUDIOS,Studios,Studios,SPT-ART-STUDIO,CAT-ART-STUDIO-AMENITIES,SUB-ART-STUDIO-AMENITIES-FURNITURE-AND-EQUIPM-6877747B,ES,ES,How easily can the furniture be rearranged?,,SingleSelect,SingleResponse,12,Assumed,5780,True,True,Visual Arts,113
EA-024,EA-024,SRV-STUDIOS,Studios,Studios,SPT-ART-STUDIO,CAT-ART-STUDIO-AMENITIES,SUB-ART-STUDIO-AMENITIES-FURNITURE-AND-EQUIPM-6877747B,ES,ES,"How varied are the seating options for students (i.e., seating beyond standard hard chairs, such as soft or active seating)?",,SingleSelect,SingleResponse,9,Assumed,5790,True,True,Visual Arts,117
EA-025,EA-025,SRV-STUDIOS,Studios,Studios,SPT-ART-STUDIO,CAT-ART-STUDIO-AMENITIES,SUB-ART-STUDIO-AMENITIES-FURNITURE-AND-EQUIPM-6877747B,ES,ES,Select all that apply (furniture),,MultiSelect,Inventory,,Inventory,5800,True,True,Visual Arts,122
EA-026,EA-026,SRV-STUDIOS,Studios,Studios,SPT-ART-STUDIO,CAT-ART-STUDIO-AMENITIES,SUB-ART-STUDIO-AMENITIES-FURNITURE-AND-EQUIPM-6877747B,ES,ES,What is the condition of the furniture?,,SingleSelect,SingleResponse,12,Assumed,5810,True,True,Visual Arts,133
EA-027,EA-027,SRV-STUDIOS,Studios,Studios,SPT-ART-STUDIO,CAT-ART-STUDIO-INFRASTRUCTURE,SUB-ART-STUDIO-INFRASTRUCTU-FLOORING-AND-SURFACE-5C60A64B,ES,ES,What type of flooring is in the space?,,SingleSelect,SingleResponse,6,Assumed,5820,True,True,Visual Arts,137
EA-028,EA-028,SRV-STUDIOS,Studios,Studios,SPT-ART-STUDIO,CAT-ART-STUDIO-FUNCTION,SUB-ART-STUDIO-FUNCTION-ADJACENCY-AND-ACCESS-EC0A12C2,ES,ES,What access does the space have to the exterior?,Supports outdoor learning opportunities,SingleSelect,SingleResponse,12,Assumed,5830,True,True,Visual Arts,144
EA-029,EA-029,SRV-STUDIOS,Studios,Studios,SPT-ART-STUDIO,CAT-ART-STUDIO-FUNCTION,SUB-ART-STUDIO-FUNCTION-ADJACENCY-AND-ACCESS-EC0A12C2,ES,ES,Does the exterior door provide access to an art patio or outdoor work area?,,YesNo,SingleResponse,12,Assumed,5840,True,True,Visual Arts,149
EA-030,EA-030,SRV-STUDIOS,Studios,Studios,SPT-ART-STUDIO,CAT-ART-STUDIO-INFRASTRUCTURE,SUB-ART-STUDIO-INFRASTRUCTU-UTILITIES-AND-TECHNO-32C60874,ES,ES,Select all that apply (plumbing),,MultiSelect,Inventory,,Inventory,5850,True,True,Visual Arts,153
EA-031,EA-031,SRV-STUDIOS,Studios,Studios,SPT-ART-STUDIO,CAT-ART-STUDIO-FUNCTION,SUB-ART-STUDIO-FUNCTION-ADJACENCY-AND-ACCESS-EC0A12C2,ES,ES,Is the all-learner restroom directly accessible from the Art Studio?,,YesNo,SingleResponse,12,Assumed,5860,True,True,Visual Arts,158
TW-002,TW-002,SRV-STUDIOS,Studios,Studios,SPT-2D-ART-STUDIO,CAT-2D-ART-STUDIO-FUNCTION,SUB-2D-ART-STUDIO-FUNCTION-LAYOUT-AND-FLEXIBILI-848E4F50,MS+HS,"MS, HS",Does the room shape allow for clear sightlines and flexible room configuration options?,,YesNo,SingleResponse,12,Assumed,5870,True,True,Visual Arts,166
TW-003,TW-003,SRV-STUDIOS,Studios,Studios,SPT-2D-ART-STUDIO,CAT-2D-ART-STUDIO-INFRASTRUCTURE,SUB-2D-ART-STUDIO-INFRASTRUCTU-UTILITIES-AND-TECHNO-D1869449,MS+HS,"MS, HS",Select all that apply (lighting),,MultiSelect,MixedItemScoring,12,Assumed,5880,True,True,Visual Arts,170
TW-004,TW-004,SRV-STUDIOS,Studios,Studios,SPT-2D-ART-STUDIO,CAT-2D-ART-STUDIO-OCCUPANT-EXPERIENCE,SUB-2D-ART-STUDIO-OCCUPANT-EXP-AESTHETICS-81F535C2,MS+HS,"MS, HS",Which of the following describe the color scheme in the space?,,SingleSelect,SingleResponse,6,Assumed,5890,True,True,Visual Arts,173
TW-005,TW-005,SRV-STUDIOS,Studios,Studios,SPT-2D-ART-STUDIO,CAT-2D-ART-STUDIO-OCCUPANT-EXPERIENCE,SUB-2D-ART-STUDIO-OCCUPANT-EXP-OCCUPANT-COMFORT-A0E01504,MS+HS,"MS, HS",Are there exterior windows?,,YesNo,SingleResponse,12,Assumed,5900,True,True,Visual Arts,178
TW-006,TW-006,SRV-STUDIOS,Studios,Studios,SPT-2D-ART-STUDIO,CAT-2D-ART-STUDIO-OCCUPANT-EXPERIENCE,SUB-2D-ART-STUDIO-OCCUPANT-EXP-OCCUPANT-COMFORT-A0E01504,MS+HS,"MS, HS",Select all that apply (exterior windows),,MultiSelect,MixedItemScoring,12,Assumed,5910,True,True,Visual Arts,182
TW-007,TW-007,SRV-STUDIOS,Studios,Studios,SPT-2D-ART-STUDIO,CAT-2D-ART-STUDIO-OCCUPANT-EXPERIENCE,SUB-2D-ART-STUDIO-OCCUPANT-EXP-OCCUPANT-COMFORT-A0E01504,MS+HS,"MS, HS",What window coverings are provided on exterior windows?,,SingleSelect,SingleResponse,12,Assumed,5920,True,True,Visual Arts,185
TW-008,TW-008,SRV-STUDIOS,Studios,Studios,SPT-2D-ART-STUDIO,CAT-2D-ART-STUDIO-AMENITIES,SUB-2D-ART-STUDIO-AMENITIES-STORAGE-788E7555,MS+HS,"MS, HS",Select all that apply (storage),,MultiSelect,Inventory,,Inventory,5930,True,True,Visual Arts,191
TW-009,TW-009,SRV-STUDIOS,Studios,Studios,SPT-2D-ART-STUDIO,CAT-2D-ART-STUDIO-AMENITIES,SUB-2D-ART-STUDIO-AMENITIES-STORAGE-788E7555,MS+HS,"MS, HS",How sufficient does the storage appear for the space's program needs?,,SingleSelect,SingleResponse,9,Assumed,5940,True,True,Visual Arts,196
TW-010,TW-010,SRV-STUDIOS,Studios,Studios,SPT-2D-ART-STUDIO,CAT-2D-ART-STUDIO-INFRASTRUCTURE,SUB-2D-ART-STUDIO-INFRASTRUCTU-FLOORING-AND-SURFACE-7104758A,MS+HS,"MS, HS",How much built-in casework is provided?,,SingleSelect,SingleResponse,6,Assumed,5950,True,True,Visual Arts,201
TW-011,TW-011,SRV-STUDIOS,Studios,Studios,SPT-2D-ART-STUDIO,CAT-2D-ART-STUDIO-INFRASTRUCTURE,SUB-2D-ART-STUDIO-INFRASTRUCTU-FLOORING-AND-SURFACE-7104758A,MS+HS,"MS, HS",How much countertop is provided? Include both fixed and mobile surfaces in your count.,,SingleSelect,SingleResponse,6,Assumed,5960,True,True,Visual Arts,208
TW-012,TW-012,SRV-STUDIOS,Studios,Studios,SPT-2D-ART-STUDIO,CAT-2D-ART-STUDIO-AMENITIES,SUB-2D-ART-STUDIO-AMENITIES-DISPLAY-AND-PRESENTA-1C3CF276,MS+HS,"MS, HS","How much writable surface (e.g., markerboard) is provided, excluding glass? Include both fixed and mobile writable surfaces in your count.",,SingleSelect,SingleResponse,9,Assumed,5970,True,True,Visual Arts,214
TW-013,TW-013,SRV-STUDIOS,Studios,Studios,SPT-2D-ART-STUDIO,CAT-2D-ART-STUDIO-AMENITIES,SUB-2D-ART-STUDIO-AMENITIES-DISPLAY-AND-PRESENTA-1C3CF276,MS+HS,"MS, HS",Which built-in systems for displaying student work are provided?,,MultiSelect,Inventory,,Inventory,5980,True,True,Visual Arts,221
TW-014,TW-014,SRV-STUDIOS,Studios,Studios,SPT-2D-ART-STUDIO,CAT-2D-ART-STUDIO-AMENITIES,SUB-2D-ART-STUDIO-AMENITIES-DISPLAY-AND-PRESENTA-1C3CF276,MS+HS,"MS, HS",How much tackboard/tackwall/tackstrip is provided? Include both fixed and mobile surfaces.,,SingleSelect,SingleResponse,9,Assumed,5990,True,True,Visual Arts,227
TW-015,TW-015,SRV-STUDIOS,Studios,Studios,SPT-2D-ART-STUDIO,CAT-2D-ART-STUDIO-AMENITIES,SUB-2D-ART-STUDIO-AMENITIES-DISPLAY-AND-PRESENTA-1C3CF276,MS+HS,"MS, HS",How much display case is provided? Include both fixed and mobile surfaces.,,SingleSelect,SingleResponse,9,Assumed,6000,True,True,Visual Arts,234
TW-016,TW-016,SRV-STUDIOS,Studios,Studios,SPT-2D-ART-STUDIO,CAT-2D-ART-STUDIO-INFRASTRUCTURE,SUB-2D-ART-STUDIO-INFRASTRUCTU-UTILITIES-AND-TECHNO-D1869449,MS+HS,"MS, HS","How many general-use outlets are provided? (Count each wall plate as one, regardless of the number of plugs.)",,SingleSelect,SingleResponse,12,Assumed,6010,True,True,Visual Arts,240
TW-017,TW-017,SRV-STUDIOS,Studios,Studios,SPT-2D-ART-STUDIO,CAT-2D-ART-STUDIO-INFRASTRUCTURE,SUB-2D-ART-STUDIO-INFRASTRUCTU-UTILITIES-AND-TECHNO-D1869449,MS+HS,"MS, HS",How many walls in the space have general-use outlets?,,SingleSelect,SingleResponse,12,Assumed,6020,True,True,Visual Arts,246
TW-018,TW-018,SRV-STUDIOS,Studios,Studios,SPT-2D-ART-STUDIO,CAT-2D-ART-STUDIO-OCCUPANT-EXPERIENCE,SUB-2D-ART-STUDIO-OCCUPANT-EXP-OCCUPANT-COMFORT-A0E01504,MS+HS,"MS, HS",Select one (temperature control),,SingleSelect,SingleResponse,12,Assumed,6030,True,True,Visual Arts,252
TW-019,TW-019,SRV-STUDIOS,Studios,Studios,SPT-2D-ART-STUDIO,CAT-2D-ART-STUDIO-OCCUPANT-EXPERIENCE,SUB-2D-ART-STUDIO-OCCUPANT-EXP-SAFETY-AND-SUPERVISI-3714F5FA,MS+HS,"MS, HS","Is visibility provided into the space from adjacent interior spaces (i.e., glass exists, even if currently covered)?",,YesNo,SingleResponse,12,Assumed,6040,True,True,Visual Arts,257
TW-020,TW-020,SRV-STUDIOS,Studios,Studios,SPT-2D-ART-STUDIO,CAT-2D-ART-STUDIO-OCCUPANT-EXPERIENCE,SUB-2D-ART-STUDIO-OCCUPANT-EXP-SAFETY-AND-SUPERVISI-3714F5FA,MS+HS,"MS, HS",What type of visibility is provided into the space from adjacent interior spaces?,,MultiSelect,Inventory,,Inventory,6050,True,True,Visual Arts,261
TW-021,TW-021,SRV-STUDIOS,Studios,Studios,SPT-2D-ART-STUDIO,CAT-2D-ART-STUDIO-OCCUPANT-EXPERIENCE,SUB-2D-ART-STUDIO-OCCUPANT-EXP-SAFETY-AND-SUPERVISI-3714F5FA,MS+HS,"MS, HS",Select all that apply (safety),,MultiSelect,MixedItemScoring,12,Assumed,6060,True,True,Visual Arts,265
TW-022,TW-022,SRV-STUDIOS,Studios,Studios,SPT-2D-ART-STUDIO,CAT-2D-ART-STUDIO-AMENITIES,SUB-2D-ART-STUDIO-AMENITIES-FURNITURE-AND-EQUIPM-4FA88FA9,MS+HS,"MS, HS",How easily can the furniture be rearranged?,,SingleSelect,SingleResponse,12,Assumed,6070,True,True,Visual Arts,270
TW-023,TW-023,SRV-STUDIOS,Studios,Studios,SPT-2D-ART-STUDIO,CAT-2D-ART-STUDIO-AMENITIES,SUB-2D-ART-STUDIO-AMENITIES-FURNITURE-AND-EQUIPM-4FA88FA9,MS+HS,"MS, HS","How varied are the seating options for students (i.e., seating beyond standard hard chairs, such as soft or active seating)?",,SingleSelect,SingleResponse,9,Assumed,6080,True,True,Visual Arts,274
TW-024,TW-024,SRV-STUDIOS,Studios,Studios,SPT-2D-ART-STUDIO,CAT-2D-ART-STUDIO-AMENITIES,SUB-2D-ART-STUDIO-AMENITIES-FURNITURE-AND-EQUIPM-4FA88FA9,MS+HS,"MS, HS",Select all that apply (furniture),,MultiSelect,Inventory,,Inventory,6090,True,True,Visual Arts,279
TW-025,TW-025,SRV-STUDIOS,Studios,Studios,SPT-2D-ART-STUDIO,CAT-2D-ART-STUDIO-AMENITIES,SUB-2D-ART-STUDIO-AMENITIES-FURNITURE-AND-EQUIPM-4FA88FA9,MS+HS,"MS, HS",What is the condition of the furniture?,,SingleSelect,SingleResponse,12,Assumed,6100,True,True,Visual Arts,290
TW-026,TW-026,SRV-STUDIOS,Studios,Studios,SPT-2D-ART-STUDIO,CAT-2D-ART-STUDIO-INFRASTRUCTURE,SUB-2D-ART-STUDIO-INFRASTRUCTU-FLOORING-AND-SURFACE-7104758A,MS+HS,"MS, HS",What type of flooring is in the space?,,SingleSelect,SingleResponse,6,Assumed,6110,True,True,Visual Arts,294
TW-027,TW-027,SRV-STUDIOS,Studios,Studios,SPT-2D-ART-STUDIO,CAT-2D-ART-STUDIO-FUNCTION,SUB-2D-ART-STUDIO-FUNCTION-ADJACENCY-AND-ACCESS-1D428E9E,MS+HS,"MS, HS",What access does the space have to the exterior?,Supports outdoor learning opportunities,SingleSelect,SingleResponse,12,Assumed,6120,True,True,Visual Arts,302
TW-028,TW-028,SRV-STUDIOS,Studios,Studios,SPT-2D-ART-STUDIO,CAT-2D-ART-STUDIO-FUNCTION,SUB-2D-ART-STUDIO-FUNCTION-ADJACENCY-AND-ACCESS-1D428E9E,MS+HS,"MS, HS",Does the exterior door provide access to an art patio or outdoor work area?,,YesNo,SingleResponse,12,Assumed,6130,True,True,Visual Arts,307
TW-029,TW-029,SRV-STUDIOS,Studios,Studios,SPT-2D-ART-STUDIO,CAT-2D-ART-STUDIO-INFRASTRUCTURE,SUB-2D-ART-STUDIO-INFRASTRUCTU-UTILITIES-AND-TECHNO-D1869449,MS+HS,"MS, HS",Select all that apply (plumbing),,MultiSelect,Inventory,,Inventory,6140,True,True,Visual Arts,311
TW-030,TW-030,SRV-STUDIOS,Studios,Studios,SPT-2D-ART-STUDIO,CAT-2D-ART-STUDIO-FUNCTION,SUB-2D-ART-STUDIO-FUNCTION-AVAILABILITY-9B4749E3,MS+HS,"MS, HS",How many art gallery display areas are visible throughout the building?,"Dispersed exhibition/display areas for student artwork, not a dedicated room -- Ed Specs calls for four locations throughout the building",SingleSelect,SingleResponse,12,Assumed,6150,True,True,Visual Arts,315
TW-031,TW-031,SRV-STUDIOS,Studios,Studios,SPT-2D-ART-STUDIO,CAT-2D-ART-STUDIO-FUNCTION,SUB-2D-ART-STUDIO-FUNCTION-ADJACENCY-AND-ACCESS-1D428E9E,MS+HS,"MS, HS",Does the space have direct access or close proximity to the Visual Arts Professional Learning Center?,,YesNo,SingleResponse,12,Assumed,6160,True,True,Visual Arts,319
TH-002,TH-002,SRV-STUDIOS,Studios,Studios,SPT-3D-ART-STUDIO,CAT-3D-ART-STUDIO-FUNCTION,SUB-3D-ART-STUDIO-FUNCTION-LAYOUT-AND-FLEXIBILI-26457F67,MS+HS,"MS, HS",Does the room shape allow for clear sightlines and flexible room configuration options?,,YesNo,SingleResponse,12,Assumed,6170,True,True,Visual Arts,328
TH-003,TH-003,SRV-STUDIOS,Studios,Studios,SPT-3D-ART-STUDIO,CAT-3D-ART-STUDIO-INFRASTRUCTURE,SUB-3D-ART-STUDIO-INFRASTRUCTU-UTILITIES-AND-TECHNO-9161A88A,MS+HS,"MS, HS",Select all that apply (lighting),,MultiSelect,MixedItemScoring,12,Assumed,6180,True,True,Visual Arts,332
TH-004,TH-004,SRV-STUDIOS,Studios,Studios,SPT-3D-ART-STUDIO,CAT-3D-ART-STUDIO-FUNCTION,SUB-3D-ART-STUDIO-FUNCTION-ADJACENCY-AND-ACCESS-C06A0088,MS+HS,"MS, HS",Select all that are present (spaces checklist),,MultiSelect,MixedItemScoring,12,Assumed,6190,True,True,Visual Arts,335
TH-005,TH-005,SRV-STUDIOS,Studios,Studios,SPT-3D-ART-STUDIO,CAT-3D-ART-STUDIO-OCCUPANT-EXPERIENCE,SUB-3D-ART-STUDIO-OCCUPANT-EXP-AESTHETICS-7ED1B614,MS+HS,"MS, HS",Which of the following describe the color scheme in the space?,,SingleSelect,SingleResponse,6,Assumed,6200,True,True,Visual Arts,338
TH-006,TH-006,SRV-STUDIOS,Studios,Studios,SPT-3D-ART-STUDIO,CAT-3D-ART-STUDIO-OCCUPANT-EXPERIENCE,SUB-3D-ART-STUDIO-OCCUPANT-EXP-OCCUPANT-COMFORT-EAFA9B8D,MS+HS,"MS, HS",Are there exterior windows?,,YesNo,SingleResponse,12,Assumed,6210,True,True,Visual Arts,343
TH-007,TH-007,SRV-STUDIOS,Studios,Studios,SPT-3D-ART-STUDIO,CAT-3D-ART-STUDIO-OCCUPANT-EXPERIENCE,SUB-3D-ART-STUDIO-OCCUPANT-EXP-OCCUPANT-COMFORT-EAFA9B8D,MS+HS,"MS, HS",Select all that apply (exterior windows),,MultiSelect,MixedItemScoring,12,Assumed,6220,True,True,Visual Arts,347
TH-008,TH-008,SRV-STUDIOS,Studios,Studios,SPT-3D-ART-STUDIO,CAT-3D-ART-STUDIO-OCCUPANT-EXPERIENCE,SUB-3D-ART-STUDIO-OCCUPANT-EXP-OCCUPANT-COMFORT-EAFA9B8D,MS+HS,"MS, HS",What window coverings are provided on exterior windows?,,SingleSelect,SingleResponse,12,Assumed,6230,True,True,Visual Arts,350
TH-009,TH-009,SRV-STUDIOS,Studios,Studios,SPT-3D-ART-STUDIO,CAT-3D-ART-STUDIO-AMENITIES,SUB-3D-ART-STUDIO-AMENITIES-STORAGE-62C6F98A,MS+HS,"MS, HS",Select all that apply (storage),,MultiSelect,Inventory,,Inventory,6240,True,True,Visual Arts,356
TH-010,TH-010,SRV-STUDIOS,Studios,Studios,SPT-3D-ART-STUDIO,CAT-3D-ART-STUDIO-AMENITIES,SUB-3D-ART-STUDIO-AMENITIES-STORAGE-62C6F98A,MS+HS,"MS, HS",How sufficient does the storage appear for the space's program needs?,,SingleSelect,SingleResponse,9,Assumed,6250,True,True,Visual Arts,361
TH-011,TH-011,SRV-STUDIOS,Studios,Studios,SPT-3D-ART-STUDIO,CAT-3D-ART-STUDIO-INFRASTRUCTURE,SUB-3D-ART-STUDIO-INFRASTRUCTU-FLOORING-AND-SURFACE-1CFB76C5,MS+HS,"MS, HS",How much built-in casework is provided?,,SingleSelect,SingleResponse,6,Assumed,6260,True,True,Visual Arts,366
TH-012,TH-012,SRV-STUDIOS,Studios,Studios,SPT-3D-ART-STUDIO,CAT-3D-ART-STUDIO-INFRASTRUCTURE,SUB-3D-ART-STUDIO-INFRASTRUCTU-FLOORING-AND-SURFACE-1CFB76C5,MS+HS,"MS, HS",How much countertop is provided? Include both fixed and mobile surfaces in your count.,,SingleSelect,SingleResponse,6,Assumed,6270,True,True,Visual Arts,373
TH-013,TH-013,SRV-STUDIOS,Studios,Studios,SPT-3D-ART-STUDIO,CAT-3D-ART-STUDIO-AMENITIES,SUB-3D-ART-STUDIO-AMENITIES-DISPLAY-AND-PRESENTA-A1BCCFA9,MS+HS,"MS, HS","How much writable surface (e.g., markerboard) is provided, excluding glass? Include both fixed and mobile writable surfaces in your count.",,SingleSelect,SingleResponse,9,Assumed,6280,True,True,Visual Arts,379
TH-014,TH-014,SRV-STUDIOS,Studios,Studios,SPT-3D-ART-STUDIO,CAT-3D-ART-STUDIO-AMENITIES,SUB-3D-ART-STUDIO-AMENITIES-DISPLAY-AND-PRESENTA-A1BCCFA9,MS+HS,"MS, HS",Which built-in systems for displaying student work are provided?,,MultiSelect,Inventory,,Inventory,6290,True,True,Visual Arts,386
TH-015,TH-015,SRV-STUDIOS,Studios,Studios,SPT-3D-ART-STUDIO,CAT-3D-ART-STUDIO-AMENITIES,SUB-3D-ART-STUDIO-AMENITIES-DISPLAY-AND-PRESENTA-A1BCCFA9,MS+HS,"MS, HS",How much tackboard/tackwall/tackstrip is provided? Include both fixed and mobile surfaces.,,SingleSelect,SingleResponse,9,Assumed,6300,True,True,Visual Arts,392
TH-016,TH-016,SRV-STUDIOS,Studios,Studios,SPT-3D-ART-STUDIO,CAT-3D-ART-STUDIO-AMENITIES,SUB-3D-ART-STUDIO-AMENITIES-DISPLAY-AND-PRESENTA-A1BCCFA9,MS+HS,"MS, HS",How much display case is provided? Include both fixed and mobile surfaces.,,SingleSelect,SingleResponse,9,Assumed,6310,True,True,Visual Arts,399
TH-017,TH-017,SRV-STUDIOS,Studios,Studios,SPT-3D-ART-STUDIO,CAT-3D-ART-STUDIO-INFRASTRUCTURE,SUB-3D-ART-STUDIO-INFRASTRUCTU-UTILITIES-AND-TECHNO-9161A88A,MS+HS,"MS, HS","How many general-use outlets are provided? (Count each wall plate as one, regardless of the number of plugs.)",,SingleSelect,SingleResponse,12,Assumed,6320,True,True,Visual Arts,405
TH-018,TH-018,SRV-STUDIOS,Studios,Studios,SPT-3D-ART-STUDIO,CAT-3D-ART-STUDIO-INFRASTRUCTURE,SUB-3D-ART-STUDIO-INFRASTRUCTU-UTILITIES-AND-TECHNO-9161A88A,MS+HS,"MS, HS",How many walls in the space have general-use outlets?,,SingleSelect,SingleResponse,12,Assumed,6330,True,True,Visual Arts,411
TH-019,TH-019,SRV-STUDIOS,Studios,Studios,SPT-3D-ART-STUDIO,CAT-3D-ART-STUDIO-OCCUPANT-EXPERIENCE,SUB-3D-ART-STUDIO-OCCUPANT-EXP-OCCUPANT-COMFORT-EAFA9B8D,MS+HS,"MS, HS",Select one (temperature control),,SingleSelect,SingleResponse,12,Assumed,6340,True,True,Visual Arts,417
TH-020,TH-020,SRV-STUDIOS,Studios,Studios,SPT-3D-ART-STUDIO,CAT-3D-ART-STUDIO-OCCUPANT-EXPERIENCE,SUB-3D-ART-STUDIO-OCCUPANT-EXP-SAFETY-AND-SUPERVISI-44BCEEB5,MS+HS,"MS, HS","Is visibility provided into the space from adjacent interior spaces (i.e., glass exists, even if currently covered)?",,YesNo,SingleResponse,12,Assumed,6350,True,True,Visual Arts,422
TH-021,TH-021,SRV-STUDIOS,Studios,Studios,SPT-3D-ART-STUDIO,CAT-3D-ART-STUDIO-OCCUPANT-EXPERIENCE,SUB-3D-ART-STUDIO-OCCUPANT-EXP-SAFETY-AND-SUPERVISI-44BCEEB5,MS+HS,"MS, HS",What type of visibility is provided into the space from adjacent interior spaces?,,MultiSelect,Inventory,,Inventory,6360,True,True,Visual Arts,426
TH-022,TH-022,SRV-STUDIOS,Studios,Studios,SPT-3D-ART-STUDIO,CAT-3D-ART-STUDIO-OCCUPANT-EXPERIENCE,SUB-3D-ART-STUDIO-OCCUPANT-EXP-SAFETY-AND-SUPERVISI-44BCEEB5,MS+HS,"MS, HS",Select all that apply (safety),,MultiSelect,MixedItemScoring,12,Assumed,6370,True,True,Visual Arts,430
TH-023,TH-023,SRV-STUDIOS,Studios,Studios,SPT-3D-ART-STUDIO,CAT-3D-ART-STUDIO-AMENITIES,SUB-3D-ART-STUDIO-AMENITIES-FURNITURE-AND-EQUIPM-DDF83983,MS+HS,"MS, HS",How easily can the furniture be rearranged?,,SingleSelect,SingleResponse,12,Assumed,6380,True,True,Visual Arts,435
TH-024,TH-024,SRV-STUDIOS,Studios,Studios,SPT-3D-ART-STUDIO,CAT-3D-ART-STUDIO-AMENITIES,SUB-3D-ART-STUDIO-AMENITIES-FURNITURE-AND-EQUIPM-DDF83983,MS+HS,"MS, HS","How varied are the seating options for students (i.e., seating beyond standard hard chairs, such as soft or active seating)?",,SingleSelect,SingleResponse,9,Assumed,6390,True,True,Visual Arts,439
TH-025,TH-025,SRV-STUDIOS,Studios,Studios,SPT-3D-ART-STUDIO,CAT-3D-ART-STUDIO-AMENITIES,SUB-3D-ART-STUDIO-AMENITIES-FURNITURE-AND-EQUIPM-DDF83983,MS+HS,"MS, HS",Select all that apply (furniture),,MultiSelect,Inventory,,Inventory,6400,True,True,Visual Arts,444
TH-026,TH-026,SRV-STUDIOS,Studios,Studios,SPT-3D-ART-STUDIO,CAT-3D-ART-STUDIO-AMENITIES,SUB-3D-ART-STUDIO-AMENITIES-FURNITURE-AND-EQUIPM-DDF83983,MS+HS,"MS, HS",What is the condition of the furniture?,,SingleSelect,SingleResponse,12,Assumed,6410,True,True,Visual Arts,455
TH-027,TH-027,SRV-STUDIOS,Studios,Studios,SPT-3D-ART-STUDIO,CAT-3D-ART-STUDIO-INFRASTRUCTURE,SUB-3D-ART-STUDIO-INFRASTRUCTU-FLOORING-AND-SURFACE-1CFB76C5,MS+HS,"MS, HS",What type of flooring is in the space?,,SingleSelect,SingleResponse,6,Assumed,6420,True,True,Visual Arts,459
TH-028,TH-028,SRV-STUDIOS,Studios,Studios,SPT-3D-ART-STUDIO,CAT-3D-ART-STUDIO-FUNCTION,SUB-3D-ART-STUDIO-FUNCTION-ADJACENCY-AND-ACCESS-C06A0088,MS+HS,"MS, HS",What access does the space have to the exterior?,Supports outdoor learning opportunities,SingleSelect,SingleResponse,12,Source,6430,True,True,Visual Arts,469
TH-029,TH-029,SRV-STUDIOS,Studios,Studios,SPT-3D-ART-STUDIO,CAT-3D-ART-STUDIO-FUNCTION,SUB-3D-ART-STUDIO-FUNCTION-ADJACENCY-AND-ACCESS-C06A0088,MS+HS,"MS, HS",Does the exterior door provide access to an art patio or outdoor work area?,,YesNo,SingleResponse,12,Assumed,6440,True,True,Visual Arts,474
TH-030,TH-030,SRV-STUDIOS,Studios,Studios,SPT-3D-ART-STUDIO,CAT-3D-ART-STUDIO-INFRASTRUCTURE,SUB-3D-ART-STUDIO-INFRASTRUCTU-UTILITIES-AND-TECHNO-9161A88A,MS+HS,"MS, HS",Select all that apply (plumbing),,MultiSelect,Inventory,,Inventory,6450,True,True,Visual Arts,478
TH-031,TH-031,SRV-STUDIOS,Studios,Studios,SPT-3D-ART-STUDIO,CAT-3D-ART-STUDIO-FUNCTION,SUB-3D-ART-STUDIO-FUNCTION-ADJACENCY-AND-ACCESS-C06A0088,MS+HS,"MS, HS",Does the space have direct access or close proximity to the Visual Arts Professional Learning Center?,,YesNo,SingleResponse,12,Assumed,6460,True,True,Visual Arts,483
DA-002,DA-002,SRV-STUDIOS,Studios,Studios,SPT-DIGITAL-ARTS-STUDIO,CAT-DIGITAL-ARTS-STUDI-FUNCTION,SUB-DIGITAL-ARTS-STU-FUNCTION-LAYOUT-AND-FLEXIBILI-FFBFB375,MS+HS,"MS, HS",Does the room shape allow for clear sightlines and flexible room configuration options?,,YesNo,SingleResponse,12,Assumed,6470,True,True,Visual Arts,492
DA-003,DA-003,SRV-STUDIOS,Studios,Studios,SPT-DIGITAL-ARTS-STUDIO,CAT-DIGITAL-ARTS-STUDI-INFRASTRUCTURE,SUB-DIGITAL-ARTS-STU-INFRASTRUCTU-UTILITIES-AND-TECHNO-880347BB,MS+HS,"MS, HS",Select all that apply (lighting),,MultiSelect,MixedItemScoring,12,Assumed,6480,True,True,Visual Arts,496
